# Flux (atmospheric extinction and telluric absorption corrected), Flux uncertainty (atmospheric extinction and telluric absorption corrected), Sky flux (atmospheric extinction and telluric absorption corrected)
1.498458076972029335e-13,5.805252882255016176e-16,4.008105213845196575e-14
1.490305959340987527e-13,5.796992230078637941e-16,4.012122004505304377e-14
1.483588243898652281e-13,5.803036751375188790e-16,4.033269489392899683e-14
1.468649098389473736e-13,5.821315657432801958e-16,4.064261195726479284e-14
1.463768236673565107e-13,5.810404870819811093e-16,4.048414990161046482e-14
1.463977048995314730e-13,5.808791622014393568e-16,4.043639343932368282e-14
1.462714528397899499e-13,5.804560586227406520e-16,4.045198465565672099e-14
1.461602463191643616e-13,5.800719936022189522e-16,4.040825173967103624e-14
1.455662554355790063e-13,5.790512720404192802e-16,4.036169447177653734e-14
1.447732473441716325e-13,5.785975398858452438e-16,4.046355914225773105e-14
1.441989505880843253e-13,5.786057436423983134e-16,4.059527165992721137e-14
1.436245966738862114e-13,5.792162070122610732e-16,4.049450384080733573e-14
1.431531483246277126e-13,5.767894583885487153e-16,4.043059035597567860e-14
1.428017552344874028e-13,5.760141223680075106e-16,4.032317344300893816e-14
1.428765237256560763e-13,5.765883226804310014e-16,4.033959795034703546e-14
1.424740523840028225e-13,5.760389200480577866e-16,4.040316064822915938e-14
1.420401001719403256e-13,5.738000039600824103e-16,4.040861548945998674e-14
1.422330596524156119e-13,5.754804220126229560e-16,4.040942052273154617e-14
1.410985224710333152e-13,5.762060376228609176e-16,4.049308813633821712e-14
1.402067400425602920e-13,5.721822783649684748e-16,4.035459822871789924e-14
1.402642211847839056e-13,5.705634465562232969e-16,4.039744318318826633e-14
1.403282014254132066e-13,5.694381277160458110e-16,4.031947097392590614e-14
1.404052172112483182e-13,5.699293910703532828e-16,4.023406082576389139e-14
1.401880132230520032e-13,5.707892712804734848e-16,4.014131951327989800e-14
1.397618596461870443e-13,5.687850294895837490e-16,4.011842852071488711e-14
1.395980190550770975e-13,5.689870696334707069e-16,4.020207104016516332e-14
1.393188870643664664e-13,5.690664676829853989e-16,4.029402010483338540e-14
1.384888184419130602e-13,5.667467858090018813e-16,4.025443313960732935e-14
1.380679532981468566e-13,5.663525805042491121e-16,4.018017993128486791e-14
1.380143339193672067e-13,5.652540937681205464e-16,4.012077603053689029e-14
1.380203366684610327e-13,5.622361776163534721e-16,3.994433886701700251e-14
1.378797981657018489e-13,5.612533796875412492e-16,3.984952356376172353e-14
1.378119189440189814e-13,5.601295863858318568e-16,3.983028188322098740e-14
1.379056398523019311e-13,5.591689500260365161e-16,3.980084638318962390e-14
1.381182202264383839e-13,5.594304640249011794e-16,3.978421199062560070e-14
1.378247008517490474e-13,5.589017697738140017e-16,3.975795318221142178e-14
1.370324979118688786e-13,5.581461695610100557e-16,3.981047370786829700e-14
1.366550339110971110e-13,5.580922803562618579e-16,3.979948114063255935e-14
1.364799004212108621e-13,5.575965610227451047e-16,3.971936683569899204e-14
1.364230021233618316e-13,5.571596968295720847e-16,3.972062225050374777e-14
1.364177703745477736e-13,5.567187281576494090e-16,3.970159476862657327e-14
1.359978096541730263e-13,5.547954252109535326e-16,3.964061102481011019e-14
1.360495344063074732e-13,5.540525305329690591e-16,3.958320133725495468e-14
1.361893210618827307e-13,5.540835537957715574e-16,3.955821303772345843e-14
1.352207710352931292e-13,5.519082043756233546e-16,3.949000189967770338e-14
1.344231082109590691e-13,5.505817521625605520e-16,3.939355302531054612e-14
1.332044285919721420e-13,5.515809917663365799e-16,3.961144997304252645e-14
1.313329242228768442e-13,5.509659102821503063e-16,3.979125792927051746e-14
1.306831448815559935e-13,5.500811720271930044e-16,3.981531475440322005e-14
1.312310093175492563e-13,5.510765092164315728e-16,3.994829792299651014e-14
1.323776919137835604e-13,5.495317742166252807e-16,3.967033443935349324e-14
1.331758769667901907e-13,5.471480005929088341e-16,3.938916948972240255e-14
1.334737619720252530e-13,5.459830645739608666e-16,3.940477919966576818e-14
1.334462465552453989e-13,5.452972576964034950e-16,3.953461837860191263e-14
1.333869427805798426e-13,5.450257552341176252e-16,3.955688356818150060e-14
1.331967435290976575e-13,5.442040274174179112e-16,3.946172083927932434e-14
1.328606044269034952e-13,5.423814591124490291e-16,3.927315050854066599e-14
1.333769006357111319e-13,5.408563556514601126e-16,3.889184179276144564e-14
1.336711617574320674e-13,5.418747339358105686e-16,3.874558438385524723e-14
1.339562547784263299e-13,5.387949556074578238e-16,3.854775938802706357e-14
1.347927433779913904e-13,5.364276059619396098e-16,3.835127357780698860e-14
1.346150336699411111e-13,5.351176967721650061e-16,3.819214235199446773e-14
1.344275613167617498e-13,5.334966137317766324e-16,3.802155511778187714e-14
1.340289066578360747e-13,5.332590067453898504e-16,3.811331837398816058e-14
1.338685874153417514e-13,5.333456878617077788e-16,3.817936186162754555e-14
1.329903876028351940e-13,5.322873417771483156e-16,3.821762315017594181e-14
1.321694105024427256e-13,5.309889269701533609e-16,3.826625105466256114e-14
1.322223887941791053e-13,5.310417274207849855e-16,3.818176964820176598e-14
1.323498301517428647e-13,5.303590107708063290e-16,3.819758134602765531e-14
1.326194400749986034e-13,5.286502098562797817e-16,3.798543974413117134e-14
1.327019230276004820e-13,5.281506441133735862e-16,3.800381196805611636e-14
1.323930942492430038e-13,5.275168241913776564e-16,3.801780884269105244e-14
1.318203910580824014e-13,5.271192471299342182e-16,3.804293337888934702e-14
1.312022845049339661e-13,5.267770726493497964e-16,3.803700682819069284e-14
1.301952355395808303e-13,5.266031398325950822e-16,3.811527123511564343e-14
1.297619247774665492e-13,5.261421360264857447e-16,3.813118080787983647e-14
1.297476892841287233e-13,5.251886031269956362e-16,3.819407216794621938e-14
1.297747871953678419e-13,5.242042035503531599e-16,3.801291587464908624e-14
1.304429286282256013e-13,5.237395038659322778e-16,3.781356917387489561e-14
1.302107994710791784e-13,5.229311779518259844e-16,3.779113875172996015e-14
1.301592323338638930e-13,5.227022119565848720e-16,3.769587473418295946e-14
1.294622545864167517e-13,5.229039364991181896e-16,3.778360123574607017e-14
1.283575119265356825e-13,5.240339585391424445e-16,3.805995677136613421e-14
1.273299193345215982e-13,5.237365299192069765e-16,3.822710650823188847e-14
1.263758533507845037e-13,5.225119855500138621e-16,3.805635725765365027e-14
1.268098532519999242e-13,5.233963677378518657e-16,3.812100640776985198e-14
1.265776594207786093e-13,5.222587952899769366e-16,3.797937844145718796e-14
1.263971014982233000e-13,5.217391855397920002e-16,3.809073494693791993e-14
1.267520500998073755e-13,5.199083775954414191e-16,3.784125344017957738e-14
1.275014863797137761e-13,5.210334644648429498e-16,3.791729264512133469e-14
1.271849942442850458e-13,5.202842647236122940e-16,3.773696745114516138e-14
1.258272269176635007e-13,5.193755559663674105e-16,3.803743959754955342e-14
1.253183108959676214e-13,5.187697293900722685e-16,3.798274588497777277e-14
1.240464812256320991e-13,5.207551026713794397e-16,3.830771533193940117e-14
1.231468516839109797e-13,5.196746923153928070e-16,3.825351248629831575e-14
1.232824529023307271e-13,5.233939575296201377e-16,3.837077074285509111e-14
1.228871842986506940e-13,5.198323979329028740e-16,3.838009464296464497e-14
1.227227190222441636e-13,5.187924468287322708e-16,3.828863974842210201e-14
1.227510129066702274e-13,5.179041640556882690e-16,3.824777434019924840e-14
1.233493333905935212e-13,5.189920801846163274e-16,3.826389408086111927e-14
1.222578757997054442e-13,5.169061101827113897e-16,3.834248067950959877e-14
1.215259413794259200e-13,5.173412289599330612e-16,3.823506942877379697e-14
1.200616305190952317e-13,5.190899279525133277e-16,3.854913981509750470e-14
1.184203373166126922e-13,5.219108005248902855e-16,3.916354019557555107e-14
1.173715569312531575e-13,5.216543342545790169e-16,3.922614913718853402e-14
1.167525036752006822e-13,5.202556965221444724e-16,3.905947384850316930e-14
1.171578159941819850e-13,5.210795550926585764e-16,3.917418687328765417e-14
1.174210295901225122e-13,5.193721241687990649e-16,3.903276527280185198e-14
1.179720914462470370e-13,5.173785704547680556e-16,3.865824062820481044e-14
1.182670885044824348e-13,5.161717591901931047e-16,3.867125040733621367e-14
1.184652585612210501e-13,5.147961871140840184e-16,3.851962565618882119e-14
1.183998619206909967e-13,5.132060357789464373e-16,3.853180039495428650e-14
1.191645212511131132e-13,5.070282140932343693e-16,3.818627958700442556e-14
1.190482916765320283e-13,5.052409348446350586e-16,3.811041000700652051e-14
1.176537034946018072e-13,5.020544039627412308e-16,3.789875769107267035e-14
1.162302008029776682e-13,5.026036473531853496e-16,3.791592561564122400e-14
1.156568899039602878e-13,4.997356719807988705e-16,3.801844178048820849e-14
1.152838366917807091e-13,5.000524940786107138e-16,3.796192974873360490e-14
1.155267120120470039e-13,4.987875838284504486e-16,3.786318100806902222e-14
1.160283051666893459e-13,4.968505846187594700e-16,3.764394559225722358e-14
1.155394213177589306e-13,4.942778006504605042e-16,3.746735740639814744e-14
1.141943778594344005e-13,4.906371431034448124e-16,3.740300081684664174e-14
1.135467929765957681e-13,4.897543543344422208e-16,3.745687148926605536e-14
1.116264579371485174e-13,4.879344677234758209e-16,3.762104323244181939e-14
1.090271137005198933e-13,4.888649689760554018e-16,3.813278294000291387e-14
1.067596111042217452e-13,4.881856080171238162e-16,3.831451974401596472e-14
1.034269284208016736e-13,4.913739571738216081e-16,3.904771748872470916e-14
1.001612297690418657e-13,4.940946295460163301e-16,3.958104973274863650e-14
9.873025104802622891e-14,4.919658060406541152e-16,3.957525869588976836e-14
9.748083894196743998e-14,4.891169741060428053e-16,3.959454125410346475e-14
9.861650910354470005e-14,4.857115975615397948e-16,3.912152815295667516e-14
1.004322067584010938e-13,4.792749072363449359e-16,3.853981603411901738e-14
1.028091590287308058e-13,4.737981058880484038e-16,3.784075355083606434e-14
1.060074817148129302e-13,4.678711117252865704e-16,3.691957024371786719e-14
1.080553699119493870e-13,4.681041985262717376e-16,3.673035623577201855e-14
1.090598381846448938e-13,4.700380843100463679e-16,3.680332329031778280e-14
1.092723762416157756e-13,4.714719289758854836e-16,3.682699799122882306e-14
1.097088721446648041e-13,4.752295617029507315e-16,3.687638283901342942e-14
1.105112915000103357e-13,4.805451631336792173e-16,3.689807767401805341e-14
1.110018436368384062e-13,4.828459680485590656e-16,3.698341273694805954e-14
1.116963541752934696e-13,4.836883019020443081e-16,3.695677300752777289e-14
1.118519640354509904e-13,4.813639260062924470e-16,3.697397273426228042e-14
1.119250415425356409e-13,4.806048376400583848e-16,3.687875146524208534e-14
1.114613790691508876e-13,4.812392089692776451e-16,3.713905191385029945e-14
1.103943357780905486e-13,4.840245946236868081e-16,3.754687306227218418e-14
1.095850194428876511e-13,4.864787963638304478e-16,3.785950872345192515e-14
1.094185257594184165e-13,4.878196998103911298e-16,3.803436640339875934e-14
1.090757921762190822e-13,4.891116423981615814e-16,3.808417669877037659e-14
1.087899022917626053e-13,4.901251888558575577e-16,3.807806521007484079e-14
1.090452573484381344e-13,4.922600524694974371e-16,3.803203652740853597e-14
1.095563531659545076e-13,4.912194265496989346e-16,3.791061526557822397e-14
1.100682730413495706e-13,4.898598900807577186e-16,3.773694452085983925e-14
1.108364516936446233e-13,4.869398000407102682e-16,3.743311912032072373e-14
1.110387640314425137e-13,4.850622153680211968e-16,3.738026411132738682e-14
1.109424572885666424e-13,4.838500379970134873e-16,3.732553212491938089e-14
1.107918135225035816e-13,4.811376076972693633e-16,3.734733705433608253e-14
1.100522542488790459e-13,4.797098358543371385e-16,3.747143524460137893e-14
1.091879447722360000e-13,4.796827563609091430e-16,3.749592156837139213e-14
1.086936902824103299e-13,4.818903274776425649e-16,3.746866146913480877e-14
1.090283965668186252e-13,4.838883931200975779e-16,3.746097274583694956e-14
1.095755369350120110e-13,4.836278389145732726e-16,3.728868355393971341e-14
1.098951220326830107e-13,4.837224310923360460e-16,3.716948188544069115e-14
1.102875175312189478e-13,4.813841900988679171e-16,3.700510200691303717e-14
1.102045855913215025e-13,4.814632230405992288e-16,3.694906060582315822e-14
1.094511911719522873e-13,4.809293339010297167e-16,3.706377769748906852e-14
1.084403970803374440e-13,4.795288070607090411e-16,3.723263416276856903e-14
1.079652627705749208e-13,4.794424353577744648e-16,3.734889409845352359e-14
1.072191821048930346e-13,4.803271436038911065e-16,3.751677673794141737e-14
1.061530597603083363e-13,4.818736932746005724e-16,3.779268664757401586e-14
1.057223222738769955e-13,4.835628065844380739e-16,3.787087723423238577e-14
1.057317709131556765e-13,4.856662932376751114e-16,3.797775285628882927e-14
1.061122735521299349e-13,4.869002680320646267e-16,3.786006268230000645e-14
1.067388509788974469e-13,4.857204359452720573e-16,3.753172598593242384e-14
1.071721576674423209e-13,4.830882569052062187e-16,3.729726496355533578e-14
1.076655873658858833e-13,4.802001137069107138e-16,3.716584347642662244e-14
1.076522976381313688e-13,4.782750339079806969e-16,3.707303422440150905e-14
1.072513841508593115e-13,4.768943447781765055e-16,3.702709702576364797e-14
1.070246979722416581e-13,4.731501887571237813e-16,3.708216371832796827e-14
1.065803398839267167e-13,4.709153888609890909e-16,3.721806099060585323e-14
1.058210483114058570e-13,4.706266067722614545e-16,3.729813809467388906e-14
1.056065545419796332e-13,4.719476552428599364e-16,3.724364055833507609e-14
1.057153809538989260e-13,4.745395296465861746e-16,3.720757864948628636e-14
1.057336085407453708e-13,4.753407802189137395e-16,3.719323521603777112e-14
1.060630233666321395e-13,4.752522794334176797e-16,3.700340957602392172e-14
1.066240552382242928e-13,4.728907877641747604e-16,3.683192329368806214e-14
1.068824750447202318e-13,4.715291622455918110e-16,3.679009908159489508e-14
1.066666226853042223e-13,4.701888693551404865e-16,3.678312417025991356e-14
1.060490827912705925e-13,4.683734907793680676e-16,3.686319816205116327e-14
1.048941055083779593e-13,4.691709878863514412e-16,3.719042439078353270e-14
1.038905787593026370e-13,4.713882580273072407e-16,3.752919103859364969e-14
1.029708270877030924e-13,4.737032787552255008e-16,3.786767354641927636e-14
1.021611344215079719e-13,4.766502820980338678e-16,3.813754051730743152e-14
1.018849046268476607e-13,4.785388092496509874e-16,3.810591005271783799e-14
1.020929942663174987e-13,4.785489897943041643e-16,3.792859232009635784e-14
1.025868268037316134e-13,4.779932075967398046e-16,3.777751591199259177e-14
1.031784670259039583e-13,4.758895295178570045e-16,3.758382265178437864e-14
1.038835927291284001e-13,4.732957497318403386e-16,3.739377400997384716e-14
1.039798216532622818e-13,4.712953755207753331e-16,3.730912782618735485e-14
1.035680125226946909e-13,4.680543806400919771e-16,3.726573522825607589e-14
1.027952799053376812e-13,4.669380228858618570e-16,3.745181961152703878e-14
1.015357023555032147e-13,4.682212772119790052e-16,3.797568931616749849e-14
1.001826185721537756e-13,4.711780627932725017e-16,3.851969583544776839e-14
9.944788289281358539e-14,4.738280216124058666e-16,3.866671468394018892e-14
9.947008521409329825e-14,4.763105971979273449e-16,3.863676340792554243e-14
9.984396717735340568e-14,4.781242896205742572e-16,3.854893643661654348e-14
1.000325389965385363e-13,4.794858597502764991e-16,3.846353068920944889e-14
1.001569783379900556e-13,4.802442339420419916e-16,3.841075314468923282e-14
1.002888914867007852e-13,4.798606707987214192e-16,3.846422252091368198e-14
9.990619734055265100e-14,4.774907720540462347e-16,3.850993844047697354e-14
9.865652285865228860e-14,4.757582725700763674e-16,3.873602684057937398e-14
9.730737250352543249e-14,4.747007096918757354e-16,3.897651937092901491e-14
9.664986589941256917e-14,4.736685518971197859e-16,3.898223934580212153e-14
9.705732038013458429e-14,4.732775470492861154e-16,3.905177348084373179e-14
9.728060284209482505e-14,4.712420595351071753e-16,3.918755062961919063e-14
9.700418578130109412e-14,4.698425940233166229e-16,3.928624032417834763e-14
9.672824167379976414e-14,4.656254636178109363e-16,3.932331975335525283e-14
9.645276108671538677e-14,4.560865702132176722e-16,3.930880354551085867e-14
9.617773510013999526e-14,4.450136889327763440e-16,3.929119484087975197e-14
9.590315472893394473e-14,4.408027088993641951e-16,3.927979024780736031e-14
9.562901019513024191e-14,4.468361465945003723e-16,3.931808386071923072e-14
9.535529221700210352e-14,4.559317421840004425e-16,3.942912368690916779e-14
9.508199154352306698e-14,4.605942560097785215e-16,3.951252020054404357e-14
9.480909862412135344e-14,4.586820200055577437e-16,3.959972343227529322e-14
9.453660366477027623e-14,4.533309298191021076e-16,3.973251345338641439e-14
9.426449656976510591e-14,4.493455785709076717e-16,3.971605623756266297e-14
9.399276749177269425e-14,4.508757263175328263e-16,3.978920043544400531e-14
9.372140692513019233e-14,4.547461349317441547e-16,3.998026705219637618e-14
9.345040393384422982e-14,4.604808791128998594e-16,4.005223116270155140e-14
9.317974895021019330e-14,4.661270186545363797e-16,4.011976551081547702e-14
9.290943185363235577e-14,4.701919855546773808e-16,4.025886434409374278e-14
9.263944181951444005e-14,4.738510823226152586e-16,4.036734264484177071e-14
9.236976786987734882e-14,4.782820032088823290e-16,4.045165218308599517e-14
9.210040024888443927e-14,4.794288006643885166e-16,4.053169848520779678e-14
9.183132832181781234e-14,4.770664024714226621e-16,4.049256261016329158e-14
9.156254103431047014e-14,4.736537239123732471e-16,4.054190719164125571e-14
9.129402802346988880e-14,4.699247816957061933e-16,4.068742820286330367e-14
9.102577762302079867e-14,4.681629125984436947e-16,4.080338357277358618e-14
9.075777883770201541e-14,4.671584471475363221e-16,4.096263426612653242e-14
9.049002123079057637e-14,4.669644496928067033e-16,4.096343885030873560e-14
9.022249347277777513e-14,4.676543653174158550e-16,4.100167980378490663e-14
8.995518365433517270e-14,4.726041523546290769e-16,4.110615689739822504e-14
8.968808090960490136e-14,4.780020545793408114e-16,4.127701283835450247e-14
8.942117351857606432e-14,4.802877692459849227e-16,4.126271438392388202e-14
8.873127205468753842e-14,4.832637977270079332e-16,4.132433457167381915e-14
8.851765301899990820e-14,4.825338495278422645e-16,4.141737820937303746e-14
8.892715428659631037e-14,4.796870208739627807e-16,4.147338485801600709e-14
8.877052711758896633e-14,4.766711563956867352e-16,4.145366575294089292e-14
8.814866175773302492e-14,4.732111989326240932e-16,4.146686066211882297e-14
8.793838995842767549e-14,4.730810577884258827e-16,4.158170364156930992e-14
8.728848901371126113e-14,4.748872062935423824e-16,4.179965865417460057e-14
8.641423650393786626e-14,4.818548069429010571e-16,4.203653922167640974e-14
8.553983574683182770e-14,4.850169809932105816e-16,4.241930739489810431e-14
8.481603015301665633e-14,4.865157746231766631e-16,4.255781500015105689e-14
8.495580450324753807e-14,4.901889211961226547e-16,4.263924887742100998e-14
8.549505468044149929e-14,4.921741708936831715e-16,4.254262969675200492e-14
8.604971215695884473e-14,4.910328188850365184e-16,4.232934278710999342e-14
8.697002265595251229e-14,4.856178993270921557e-16,4.186427986718743198e-14
8.737916293437114765e-14,4.816969709452954455e-16,4.172923982410499594e-14
8.729688012751894670e-14,4.785534588489863891e-16,4.168862283119131294e-14
8.675139739834645011e-14,4.751558353327007798e-16,4.161390461333071073e-14
8.526739459464842565e-14,4.768744273270305989e-16,4.223284497637453023e-14
8.371419745784985770e-14,4.785157065076874469e-16,4.275277984988607321e-14
8.292985974880904860e-14,4.791636999940722077e-16,4.288602842987771189e-14
8.333710356072154798e-14,4.832110857279876830e-16,4.300644281879233386e-14
8.357759885258518920e-14,4.870136714597056841e-16,4.312709785227985714e-14
8.391267361129331120e-14,4.890423974400963849e-16,4.297283331626165757e-14
8.440572574770370616e-14,4.889834295326840097e-16,4.268832429464504911e-14
8.534715748430249576e-14,4.862234519385157374e-16,4.235679312168603435e-14
8.653504187285161320e-14,4.830582712856276405e-16,4.185769418840299646e-14
8.636684783826541636e-14,4.784129932503837918e-16,4.158897514391490297e-14
8.632192131970798859e-14,4.742284185897505053e-16,4.165595100777226724e-14
8.600151260734229941e-14,4.699859661600009373e-16,4.173143807229558907e-14
8.532601897600845987e-14,4.679371396097718975e-16,4.198821525435446547e-14
8.406198423559166197e-14,4.695016861501032194e-16,4.236909239125665653e-14
8.374287776376193655e-14,4.762927238888995688e-16,4.263040367456483079e-14
8.313164139872794857e-14,4.806576397396503970e-16,4.286394075958322621e-14
8.294807322919871682e-14,4.816074152897731858e-16,4.289729627341609726e-14
8.263020898529351610e-14,4.841272080313907571e-16,4.300458811915810287e-14
8.317853777066740954e-14,4.860458725744952248e-16,4.276276199704610752e-14
8.439673778131240189e-14,4.836658230410931953e-16,4.226476682403701585e-14
8.581969208135240976e-14,4.780415784224402857e-16,4.157007668487136619e-14
8.688263903609346873e-14,4.724618781763063760e-16,4.109017626677379213e-14
8.744675706737887472e-14,4.689779174269125898e-16,4.109694820883888676e-14
8.673642817315214532e-14,4.636637158739459104e-16,4.114903000049329485e-14
8.566358142594809964e-14,4.630493750004304367e-16,4.155148037073518090e-14
8.488895329466194943e-14,4.644622700105608194e-16,4.190856178345281107e-14
8.403259498556985587e-14,4.649020498410635063e-16,4.213462824713208436e-14
8.423228516676550776e-14,4.723155591186390024e-16,4.218535289021975468e-14
8.473153831350278675e-14,4.735272915872371690e-16,4.198486125452580407e-14
8.503287188096730640e-14,4.758321579247291102e-16,4.201859494449770404e-14
8.609004828554663864e-14,4.743082482877556421e-16,4.147155822694501078e-14
8.671752432628223528e-14,4.717744512991874096e-16,4.110812296695085988e-14
8.742387910347221892e-14,4.666671025922291572e-16,4.078565596505392428e-14
8.792087265661098717e-14,4.612422405785190016e-16,4.076407950534180202e-14
8.767614321533958199e-14,4.555273502601820174e-16,4.052931269089035356e-14
8.762563482898431934e-14,4.513651278611862425e-16,4.051190881702092935e-14
8.562882012129307684e-14,4.540196958645742814e-16,4.138925129010598027e-14
8.394852294304808506e-14,4.589128946521517520e-16,4.223011475942495683e-14
8.316257217774813338e-14,4.614785299790180995e-16,4.239643604574659829e-14
8.305054299477036360e-14,4.694334142441654410e-16,4.235424743242636375e-14
8.365891884229946566e-14,4.739627797543465514e-16,4.252884505073484693e-14
8.336129636861270544e-14,4.803996241044722271e-16,4.263725818942750004e-14
8.205661236918798640e-14,4.764211447383706814e-16,4.261337402736572929e-14
8.010125377408262718e-14,4.791805085454400206e-16,4.344376373614877144e-14
7.732660407375183306e-14,4.859976892595174003e-16,4.490116284307619345e-14
7.554038899543128227e-14,4.890927872947631594e-16,4.592908566772132342e-14
7.426211897033339710e-14,4.909798460512076148e-16,4.665121238483361087e-14
7.312570552042620261e-14,4.929928382844159026e-16,4.745335604229290701e-14
7.164834134776612888e-14,4.973286808604389670e-16,4.844199539043459482e-14
7.126723001871655387e-14,4.976001727482493089e-16,4.860498588183509964e-14
7.115672741269335154e-14,5.032988190854763424e-16,4.874766999728139951e-14
7.170141516432655886e-14,5.090041765639168683e-16,4.888055877353744898e-14
7.200782710425209022e-14,5.108234519295211901e-16,4.897729028583016042e-14
7.275898678332141364e-14,5.138342209721418294e-16,4.878166758898506355e-14
7.471528798705663417e-14,5.116013536019979829e-16,4.771933221073797257e-14
7.789155493157373888e-14,5.016852866033910821e-16,4.591866447247389674e-14
8.106910907027526809e-14,4.886511530219213716e-16,4.412791073325629108e-14
8.261493273659549670e-14,4.788065561719876843e-16,4.324250754599117169e-14
8.276675450354618627e-14,4.737892896449212654e-16,4.312723463150163385e-14
8.168611958776973546e-14,4.659183072513729285e-16,4.311517081119786349e-14
7.955374472427950766e-14,4.647955281106224143e-16,4.394901589162776431e-14
7.695661541353693338e-14,4.689143771324287444e-16,4.538408917682728071e-14
7.394111478080517110e-14,4.784520679815864055e-16,4.719377077279063643e-14
7.231406531824495816e-14,4.880187216337426924e-16,4.829390659098419596e-14
7.152449426209043366e-14,4.926540676602008724e-16,4.855534131221614182e-14
7.198659405879921701e-14,4.999024763421488595e-16,4.872646366761714021e-14
7.342938758309498124e-14,5.012796621206645922e-16,4.802206269060756755e-14
7.445489037061088358e-14,4.998402338873208734e-16,4.716087229500649338e-14
7.505248869331090399e-14,4.966161241155713366e-16,4.685155956700069925e-14
7.627098256114099524e-14,4.915766148369998511e-16,4.620906116918381581e-14
7.663330882429853920e-14,4.918176396925606941e-16,4.613155122748294812e-14
7.570131885908708070e-14,4.850789067408724308e-16,4.640287986855046217e-14
7.424313071651739897e-14,4.810325447863171880e-16,4.732395092517136426e-14
7.275435078651848551e-14,4.845686401555745639e-16,4.849702164744692408e-14
7.073039852453373152e-14,4.815685119121612901e-16,4.863027144372924704e-14
7.099597583195757485e-14,4.863295569659799564e-16,4.869054165542500340e-14
7.239202205512385521e-14,4.961564544338147155e-16,4.862785698861963171e-14
7.320961517703137863e-14,5.011061311399778437e-16,4.833741620631197621e-14
7.289002984973191833e-14,5.030864993371285584e-16,4.821766983545723883e-14
7.405041077815736218e-14,5.006164352595059400e-16,4.755666919479139903e-14
7.552353361097080625e-14,4.930691260537590196e-16,4.670452084993070422e-14
7.572245188994040324e-14,4.919530784954605933e-16,4.657466095446085617e-14
7.541015937796193404e-14,4.816319075296953380e-16,4.670133297860053135e-14
7.545770468393431220e-14,4.756160255287962938e-16,4.687639599438910075e-14
7.544190282883241460e-14,4.706419246969427539e-16,4.696082794752318529e-14
7.470103248939914836e-14,4.685515930271497922e-16,4.704598193613809649e-14
7.355084867441769666e-14,4.703334775794957395e-16,4.767485246169388076e-14
7.381251733640839309e-14,4.743647483760008613e-16,4.777606906225772966e-14
7.358176551810876411e-14,4.785823046114991758e-16,4.786979275291742524e-14
7.349336831770711309e-14,4.886914434197726640e-16,4.784354343437708838e-14
7.416249750095794660e-14,4.870899052574805608e-16,4.754608153515437950e-14
7.551582175399908871e-14,4.846497942982341053e-16,4.662095431286332646e-14
7.687444213030794454e-14,4.866355375008495736e-16,4.652591243291179040e-14
7.659165132911850415e-14,4.853130656944722501e-16,4.660751003002179613e-14
7.579335111076469876e-14,4.807479126048881818e-16,4.651532737214862413e-14
7.505571648598287158e-14,4.792792287284394560e-16,4.677823189647930442e-14
7.425388522603206295e-14,4.815236099506087519e-16,4.722977994994901560e-14
7.339185285095590642e-14,4.750947101796418064e-16,4.772773964337085199e-14
7.277152697547296231e-14,4.709477475951542779e-16,4.791100688584627623e-14
7.248868594077980683e-14,4.699734538121176607e-16,4.827263746103863387e-14
7.258813326254108647e-14,4.716283660185207306e-16,4.842874607418825366e-14
7.177786863823227315e-14,4.753549846208059156e-16,4.867951220577231618e-14
7.073766191764049949e-14,4.829444473799438527e-16,4.870707088636245852e-14
7.062942928378532036e-14,4.899249303921265658e-16,4.882410609395840738e-14
7.141006019583512105e-14,4.931222179317557112e-16,4.884532998357039043e-14
7.209681422346047345e-14,4.935588674598235942e-16,4.846685958348479119e-14
7.411471806482990996e-14,4.899477881186239407e-16,4.698236816956713012e-14
7.593039981717751113e-14,4.759751881418317024e-16,4.581793249074684198e-14
7.653248968973074101e-14,4.728153543261603471e-16,4.586833143097035900e-14
7.652915585663011287e-14,4.721235510931664841e-16,4.595231182547158292e-14
7.570950963924680186e-14,4.629052352415446064e-16,4.626575428304008896e-14
7.435803789944240906e-14,4.628981068091789584e-16,4.708585288267928085e-14
7.295327409851973873e-14,4.645054646831020084e-16,4.767265926219092983e-14
7.274162814678858492e-14,4.637588194931842632e-16,4.767984069171541945e-14
7.160803892144748098e-14,4.632446903928703355e-16,4.782332425546390096e-14
7.187758740308328908e-14,4.686710666139441207e-16,4.793462038460436202e-14
7.272584012364347166e-14,4.731526473140870043e-16,4.756350447852659230e-14
7.342458354701925534e-14,4.764064213644177051e-16,4.714908385483946508e-14
7.346639314965728968e-14,4.824453175636786619e-16,4.738906689157706203e-14
7.311544257072435125e-14,4.851811397402121483e-16,4.750738310281742492e-14
7.329677198548116145e-14,4.860631090691673893e-16,4.746178348398475223e-14
7.373543655431705664e-14,4.825483243104686416e-16,4.702141034895887846e-14
7.356130245886493642e-14,4.780146024390489685e-16,4.709633952644563622e-14
7.345698851330624659e-14,4.772931036416443779e-16,4.718164852814064112e-14
7.429523705966783790e-14,4.699017007985967238e-16,4.720967019527071989e-14
7.407982504250305397e-14,4.642580546024982452e-16,4.726076525056551059e-14
