# Flux (atmospheric extinction and telluric absorption corrected), Flux uncertainty (atmospheric extinction and telluric absorption corrected), Sky flux (atmospheric extinction and telluric absorption corrected)
3.371818983353107036e-16,5.025506658971532207e-17,8.304969321779614842e-15
3.075566018799373154e-16,5.010107297979008464e-17,8.377266730646428462e-15
3.103495482274637494e-16,5.072495833908432260e-17,8.546956753767267712e-15
3.155051644654338369e-16,5.196779746939350865e-17,8.727231085741592575e-15
3.052055899440868098e-16,5.274918509599951506e-17,8.900687099259781450e-15
2.996185435669887973e-16,5.310926808651366214e-17,8.955312835325683837e-15
2.973630754612476149e-16,5.352898650750028651e-17,9.024264156561735223e-15
2.965242465398976155e-16,5.310786891252079417e-17,8.993010791432333586e-15
3.111721420309374332e-16,5.201162053988862367e-17,8.772599630308065043e-15
3.231285041437825118e-16,5.121044642556421538e-17,8.563466361391676222e-15
3.425067631265388794e-16,5.039470273333925174e-17,8.424522717046012697e-15
3.249488177357581820e-16,5.003226562509242765e-17,8.380880421032632081e-15
3.327111207141363835e-16,5.013736312196645999e-17,8.328183657669737724e-15
3.245138456262443486e-16,4.993928250770514092e-17,8.320047792390004369e-15
3.285136688920602585e-16,4.999203569246653079e-17,8.301032838540620139e-15
2.993340693018671032e-16,4.950834104957679586e-17,8.307961036453736562e-15
2.943356646920895020e-16,4.954920714574173429e-17,8.376041328292415198e-15
3.139418138279073589e-16,5.006746597650392044e-17,8.426046484884797478e-15
3.324386136056115220e-16,5.061783447923738563e-17,8.556472592308717703e-15
2.839914776929214919e-16,5.163412902492857916e-17,8.933817782904010075e-15
2.963238802857138755e-16,5.324015204714561560e-17,9.214312141288726606e-15
2.725590657756790949e-16,5.341325646247289406e-17,9.294842414128656334e-15
2.726975340757210366e-16,5.373200157165632401e-17,9.267347496795220092e-15
2.786557934404862764e-16,5.384010407191890353e-17,9.183436777983941096e-15
2.833243142216767470e-16,5.274057859961287780e-17,8.910360977315132141e-15
3.104560851541272836e-16,5.184947567241838850e-17,8.671960110148177845e-15
3.316090558234158242e-16,5.095719466843118553e-17,8.503822471111503191e-15
3.562778400834367209e-16,5.115722523948888566e-17,8.475040602649307747e-15
3.795645654247486109e-16,5.164333683967038015e-17,8.450950024480156231e-15
3.704772292221955847e-16,5.203253582932930108e-17,8.553875865174772947e-15
3.648001420224399822e-16,5.202378488091399078e-17,8.559972098468275636e-15
3.425394301355595784e-16,5.207864356108445727e-17,8.678676838385369580e-15
3.268348974849379174e-16,5.240612538295297527e-17,8.872553622027036785e-15
3.105924271686975407e-16,5.312972791829101109e-17,9.020656657605198885e-15
2.932473592252404414e-16,5.301001491086390181e-17,9.072542371855436415e-15
2.953120650520929065e-16,5.307642988217066900e-17,9.112535892077524664e-15
2.945178772279753081e-16,5.284317955016049962e-17,9.045019585993025675e-15
3.041138757412422218e-16,5.307483924361218670e-17,9.021417425614237315e-15
3.276173131943077191e-16,5.327135580554109511e-17,8.949967494877973690e-15
3.298844236821986776e-16,5.331939025746468307e-17,8.867221621947351515e-15
3.133994224055678571e-16,5.284736313239655569e-17,8.748725878701922698e-15
2.534404256206178330e-16,5.162663560930882525e-17,8.635521262320645887e-15
2.094472223859006019e-16,5.052295236501389752e-17,8.520876065050993985e-15
1.644723886555768770e-16,4.970609173892622625e-17,8.428519321347144142e-15
1.503939954817918279e-16,4.938700350815174174e-17,8.354069152691629537e-15
1.561597910936733774e-16,4.936919890243507268e-17,8.362283137162878418e-15
1.791185056424146345e-16,4.966051198570322000e-17,8.401654949608167518e-15
2.127227599440260337e-16,5.017783663622802875e-17,8.469297191149724830e-15
2.539869894274800674e-16,5.068666840388750541e-17,8.496536802255050793e-15
2.491835717443035329e-16,5.087886082468760486e-17,8.517867962417077776e-15
2.494602374536370387e-16,5.092242094629616155e-17,8.523845498971134351e-15
2.359500428996909325e-16,5.069786811373850987e-17,8.536631889634615101e-15
2.427571877507772921e-16,5.065647876283140119e-17,8.575649507916167630e-15
2.618349032219267097e-16,5.090635388169848656e-17,8.545172244120525366e-15
2.942304725526408995e-16,5.095353058954907776e-17,8.562656076352274143e-15
3.146740301688400056e-16,5.129540099337579946e-17,8.539138253694098032e-15
3.384112609081794506e-16,5.143385064424458984e-17,8.527746001389570307e-15
3.349478632011916274e-16,5.124856317582553838e-17,8.553918279645688134e-15
3.362886774021792057e-16,5.116078983207951322e-17,8.570671300123821831e-15
3.560986897265169591e-16,5.122863099183412228e-17,8.571326549622568925e-15
3.724568448866338029e-16,5.140437394646272295e-17,8.561277662988115750e-15
3.589494591682205193e-16,5.133480497354088840e-17,8.555160499783758111e-15
3.552112123904188249e-16,5.172797862449525452e-17,8.555476840762644408e-15
3.807182925281823157e-16,5.217997078259769830e-17,8.556663479029865024e-15
3.754467380483221900e-16,5.242710408845690699e-17,8.561456387904581856e-15
3.876545237045130200e-16,5.256988131568256166e-17,8.602125862011439085e-15
4.166895074985192711e-16,5.291742452364499290e-17,8.628972869906900755e-15
3.948396862572857515e-16,5.272214317919049712e-17,8.688955453180094655e-15
3.756217342414121852e-16,5.231985196535274556e-17,8.757276599615270961e-15
3.571867956058189231e-16,5.229137852053230005e-17,8.727699823003919450e-15
3.609605265799462565e-16,5.178065486435171830e-17,8.662182457746648234e-15
3.400641900196460708e-16,5.138345850820379322e-17,8.717134835262725812e-15
3.305400541612329267e-16,5.131653228756370554e-17,8.831753283711518169e-15
3.708694824071783798e-16,5.235927950791671679e-17,9.036547278649618612e-15
3.564891895834267626e-16,5.302345384108815758e-17,9.235469958318401158e-15
3.047740614175254391e-16,5.320323651053328569e-17,9.431814226838048816e-15
3.174198572516537826e-16,5.500864807893806891e-17,9.537513453866444754e-15
3.006133545943487456e-16,5.535647456249344748e-17,9.532682731787518994e-15
2.881055648829820708e-16,5.499042160339427096e-17,9.367078502756352010e-15
3.159331178665696298e-16,5.483846848655759504e-17,9.268104126640680123e-15
3.092165725011151529e-16,5.385318687505442698e-17,9.135454543111258479e-15
3.224408877594370812e-16,5.277858661907735663e-17,8.939067538493687429e-15
3.442163677625076298e-16,5.272124837799685061e-17,8.854399444164440670e-15
3.527202402141242099e-16,5.337601457206490575e-17,9.048016385685103321e-15
3.469192876915992318e-16,5.395729298410940528e-17,9.252319227434708523e-15
3.226266653452875613e-16,5.380409205237137176e-17,9.301838384244708276e-15
3.352367201348508406e-16,5.368215604784626199e-17,9.336965942485282499e-15
3.443377580204986095e-16,5.320966281256562204e-17,9.251602366697680204e-15
3.496143660468034114e-16,5.268556345744366395e-17,9.024617919709000929e-15
3.476824720352419665e-16,5.248645142098300183e-17,8.884709696097707068e-15
3.291474435755497717e-16,5.318782644804828008e-17,9.002865491669036718e-15
3.224519590195877771e-16,5.389057860132906092e-17,9.174754096109200251e-15
3.115975247305582733e-16,5.586807262695861894e-17,9.451535824511449476e-15
2.911848407199526692e-16,5.710935532187899934e-17,9.693107246752281689e-15
3.010622081605036237e-16,5.759126788381790300e-17,9.767815303371385900e-15
3.106362576780991922e-16,5.794113602706066380e-17,9.871559593766127561e-15
3.094578625908124287e-16,5.705807177878768787e-17,9.793414254349661434e-15
3.246356017933636334e-16,5.565111784126716674e-17,9.593899035419368843e-15
3.200370899833951694e-16,5.362917437528810951e-17,9.319076794818651670e-15
3.424686027931313709e-16,5.295718607471647180e-17,9.171996079062620902e-15
3.675263135007133487e-16,5.306757446542876286e-17,9.019932068677493863e-15
3.513277530721442897e-16,5.272649848776607908e-17,8.928356407848822507e-15
3.627595715569570492e-16,5.414393293384014769e-17,9.129110360524963745e-15
3.833415517891005905e-16,5.569088516106228531e-17,9.433279994802661043e-15
3.590798158798302671e-16,5.641497882887437301e-17,9.655217451316095697e-15
3.347573859933072427e-16,5.599002725894001388e-17,9.663660133995787665e-15
3.101356429148617946e-16,5.582809375280661678e-17,9.647090049647852817e-15
3.411251803421333266e-16,5.615782863500863912e-17,9.588961589794624036e-15
2.917422959018317176e-16,5.560480854494358576e-17,9.521184166296804369e-15
3.026693551346449126e-16,5.577751130735810905e-17,9.500140895470048710e-15
3.358940768820862652e-16,5.641750168387298656e-17,9.463470928968333777e-15
3.303215859705460950e-16,5.579547277626386276e-17,9.448977323228430264e-15
3.446806933360226443e-16,5.571403839280625680e-17,9.511740514583230707e-15
3.466343321536316208e-16,5.575139729186763004e-17,9.674159987933082078e-15
3.396921445902342019e-16,5.540544943339116665e-17,9.753852591281894286e-15
3.441792455384612107e-16,5.521200329370968011e-17,9.821711398331865804e-15
3.159573977631280415e-16,5.490413276654768510e-17,9.770636749679690462e-15
2.964132955633022684e-16,5.447225055856208740e-17,9.661813170451534644e-15
2.906614924954281578e-16,5.534496450753718286e-17,9.737651616834728433e-15
2.670697295931527962e-16,5.617684355024551333e-17,9.868589506530060983e-15
3.043173605269029916e-16,5.764044448881468667e-17,9.982052123183861719e-15
2.946320280913202215e-16,5.862051365404541007e-17,1.014424581882568970e-14
3.036747953759903720e-16,5.973993105079865415e-17,1.021118960648050678e-14
3.074362247556648906e-16,6.081790534499495828e-17,1.028702527744009460e-14
3.267000361755549075e-16,6.128270702902007517e-17,1.032330863356720491e-14
3.539971146644651238e-16,6.189847989411987330e-17,1.033685275425504179e-14
3.278333258042260787e-16,6.113815275142567951e-17,1.019056078611966926e-14
3.391349266358994159e-16,5.911827538080484245e-17,9.918286359085356360e-15
3.214241896000358751e-16,5.732126510003640699e-17,9.677554628253098684e-15
3.269139617400441393e-16,5.702857056995229776e-17,9.688559775698723135e-15
3.355159960377053602e-16,5.736994431046637679e-17,9.922922440677832954e-15
3.235869979811103869e-16,5.734282962041599017e-17,1.018730324928464032e-14
2.861549180216478593e-16,5.816668789497820201e-17,1.037083980075023941e-14
2.516829526494167540e-16,5.865572132319906345e-17,1.052868990225379407e-14
2.383061731491002132e-16,5.884298684478185991e-17,1.045562591165112749e-14
2.472851808357698791e-16,5.878922739766880889e-17,1.032449482248437600e-14
2.581126209965544121e-16,5.979744398765127208e-17,1.040189047189168274e-14
2.615894968604169384e-16,6.017532634529968720e-17,1.034851006077394492e-14
3.090275108645062753e-16,6.048452617479533569e-17,1.024503685459188784e-14
3.241459774534062127e-16,6.073753113082197857e-17,1.020650060354286305e-14
3.243788258073287030e-16,5.972976085726147394e-17,1.006172404246845996e-14
3.317213139044254431e-16,5.916535659008875194e-17,9.891145510539585419e-15
3.303590547865464471e-16,5.809930308549807333e-17,9.750175306023935401e-15
3.745012619757780071e-16,5.862843045568227478e-17,9.726472935512391903e-15
3.384288839800991029e-16,5.855680778687039418e-17,9.879645090696009227e-15
3.163825373440025709e-16,5.913533983705936145e-17,1.001489096143775693e-14
3.159450755675555784e-16,5.914110305997378552e-17,1.007292724299975864e-14
3.149017105761519941e-16,5.845100575885567813e-17,1.005434440869643811e-14
3.274258120682332461e-16,5.792764701082079886e-17,9.958888693665554841e-15
3.039100050795000128e-16,5.733304181944485910e-17,9.828214281587073391e-15
2.950013924683184655e-16,5.688209697657527480e-17,9.695806438986378344e-15
2.935656931403624173e-16,5.720265728142132325e-17,9.797519385075949173e-15
2.986707785920731899e-16,5.815702314537821081e-17,1.004232658712451192e-14
3.021538093864385754e-16,5.982191147523481851e-17,1.032534016699796600e-14
2.895526226675179290e-16,5.998461168095855670e-17,1.041165056152975057e-14
2.755843302656256312e-16,6.010218052678871030e-17,1.047904350319686369e-14
2.893424602554400487e-16,6.068277201260290672e-17,1.045917259535149614e-14
3.085212183698343313e-16,6.076298991437294940e-17,1.033290755807871877e-14
2.923099297590343247e-16,6.054076333001351502e-17,1.029350283760750952e-14
3.011409205471338379e-16,6.091628552294935666e-17,1.027669267793075362e-14
3.001428288993788149e-16,6.024576472014198317e-17,1.019648429374034335e-14
3.192168512796807567e-16,5.889880252857443944e-17,1.011165520968040009e-14
3.393974964847830112e-16,5.823018492566470287e-17,1.001388171292715340e-14
3.510333095443483720e-16,5.819195790662713706e-17,9.899584785691773182e-15
3.404410619845426277e-16,5.816862101869736015e-17,9.888704651237013461e-15
3.367687914770266924e-16,5.792050742168098440e-17,9.842622748991364104e-15
3.196481075017363548e-16,5.811218168890453060e-17,9.882980975383410198e-15
3.091833369558598379e-16,5.906783686141903116e-17,9.942466088312142885e-15
3.415294393632301483e-16,6.039357421178475615e-17,1.007078467905808023e-14
3.304741008918573708e-16,6.115207771259033574e-17,1.017143989789237694e-14
3.134790113968872794e-16,6.102993293774204959e-17,1.016866216553228809e-14
3.176023143359812644e-16,6.091555017904171934e-17,1.020412795133289408e-14
3.160420459426145604e-16,6.090337725601472364e-17,1.025990867377665674e-14
3.358804449651304406e-16,6.137252441035037414e-17,1.028877629095106392e-14
3.137760339723780816e-16,6.111248599896691231e-17,1.027467945369874795e-14
3.109289299095040967e-16,6.079451569787547408e-17,1.018827103489582461e-14
2.959497796648364178e-16,6.037958310954738150e-17,1.015837387827372338e-14
3.182454205834552128e-16,5.994240756789766898e-17,9.962104874310677380e-15
3.126847952430699941e-16,5.985082057183149130e-17,9.942491208416981132e-15
3.153678062547205786e-16,5.965631223332013811e-17,9.861674980363331837e-15
3.266385289545734124e-16,5.920470241201158561e-17,9.815292864004981802e-15
3.312389453270808879e-16,5.856012676190453560e-17,9.720744203159410305e-15
3.408474104092690541e-16,5.846817980653687849e-17,9.736757088619456936e-15
3.377446016020988960e-16,5.816150402494614624e-17,9.753551351221084747e-15
3.509355568649244223e-16,5.876997088874188477e-17,9.826526734637828187e-15
3.379719041662124304e-16,5.916630733537158945e-17,9.954612665568533403e-15
3.285980035536054054e-16,5.982482166801252343e-17,1.009047360883450159e-14
3.348004879525214282e-16,6.102911050336075711e-17,1.024752365547123459e-14
3.297283811116258900e-16,6.175772016703208478e-17,1.033264585939594114e-14
3.165692558082760251e-16,6.246779705930658717e-17,1.041919821505677876e-14
3.278112528766613284e-16,6.275780467312542247e-17,1.046204358133310713e-14
3.070432475717819669e-16,6.300900444450348404e-17,1.045115959655697090e-14
3.050844050050278198e-16,6.307260726987329333e-17,1.047480627343058666e-14
3.095208455596032279e-16,6.277203538338209652e-17,1.046489902067650373e-14
3.212073865462552086e-16,6.313189530631544760e-17,1.040471890913984597e-14
3.509845343038724628e-16,6.337788756576857083e-17,1.039295066779247301e-14
3.371684131046470967e-16,6.332707924860220394e-17,1.047101421749089749e-14
3.425827041123740974e-16,6.369845918856476602e-17,1.050948247368089212e-14
3.321006415080404899e-16,6.499565272407314451e-17,1.069000808803165466e-14
3.142637340854176625e-16,6.589558192426483451e-17,1.086400544081493950e-14
2.825694064871515392e-16,6.541163545788826124e-17,1.084083995802854003e-14
2.930653754857752126e-16,6.546886510083761358e-17,1.080132045898884369e-14
2.857624462079350141e-16,6.697286695852615374e-17,1.114849526294498941e-14
2.987721262684608077e-16,6.943547133787887278e-17,1.148971094237099730e-14
3.013035827253406133e-16,7.042683987413512948e-17,1.170188603070549847e-14
2.801962034644645876e-16,7.081150445568397719e-17,1.180665736715807941e-14
2.818934503205488969e-16,7.168317585066831344e-17,1.194997366623662598e-14
2.697798960777675416e-16,7.223252976567439538e-17,1.204774572512533833e-14
2.617514943168372268e-16,7.180415343623069305e-17,1.207339874793401544e-14
2.697889966373756450e-16,7.230321733183712697e-17,1.206568073797818492e-14
2.897634661238327088e-16,7.291354810134754664e-17,1.204274138106031452e-14
2.846254555603460765e-16,7.266725670428752351e-17,1.203369324376978435e-14
2.875189611243424703e-16,7.220468148501989626e-17,1.195437081804745496e-14
3.176114839221274053e-16,7.101647255565840153e-17,1.169382800024899340e-14
3.183843040056455843e-16,6.771401824118439420e-17,1.110549414574129631e-14
3.271540706300434420e-16,6.392267484950476293e-17,1.044268156921648681e-14
3.458609903624835409e-16,6.125359017998282247e-17,1.000803572115541932e-14
3.558842415816313581e-16,6.058427655179231955e-17,9.944895024323914303e-15
3.635348151176893532e-16,6.064318071695802557e-17,9.920696608453306732e-15
3.660783568455906487e-16,6.116438883051059231e-17,9.941531533127232542e-15
3.463336497886563564e-16,6.447757145510554423e-17,1.052677364364642178e-14
3.059013086521115932e-16,6.999837662224790581e-17,1.149650860961062514e-14
2.624337109758471981e-16,7.095276538794921512e-17,1.179440222498950944e-14
2.938548372186865303e-16,7.085401790705708253e-17,1.177821636995719856e-14
3.002709985579376760e-16,7.054349084329582915e-17,1.168164652390928605e-14
2.925623406421724051e-16,6.718973445679185889e-17,1.118297229862112393e-14
3.020585004450215771e-16,6.570850569627072038e-17,1.097327087199691221e-14
3.237978487163803246e-16,6.526329385505010263e-17,1.087938104396055299e-14
3.129317267681357480e-16,6.535107550843784658e-17,1.087853346530279149e-14
2.905967647336788519e-16,6.466879156093664465e-17,1.090030952339297507e-14
2.874513729809967610e-16,6.473307018938718268e-17,1.088778338138481354e-14
2.924130747785872948e-16,6.498128944147600181e-17,1.089370648025353192e-14
2.991851157684036497e-16,6.466130017465580089e-17,1.075807029854747677e-14
2.964011597168292396e-16,6.336671991581053925e-17,1.058429810032953558e-14
3.165080331267715339e-16,6.410139495151904101e-17,1.070182347735627407e-14
3.160174188972681795e-16,6.467494483882410188e-17,1.087497497533818307e-14
3.286140257272044186e-16,6.564816057877574880e-17,1.106415139500665668e-14
3.441335740880738157e-16,6.640737466750769613e-17,1.121367220575751733e-14
3.280552788774665728e-16,6.548570295210544389e-17,1.110033585921891962e-14
3.384220996186592656e-16,6.422440812852276331e-17,1.098734891131080752e-14
3.582370488853482854e-16,6.340120066942156915e-17,1.078067518144645927e-14
3.240029179613718149e-16,6.270239891476314059e-17,1.074837422362656475e-14
3.626668308317012422e-16,6.247959180130019524e-17,1.058224144530758189e-14
3.451109642509705306e-16,6.246705668825718058e-17,1.057363639505175424e-14
3.613070826726525931e-16,6.456174915223559138e-17,1.081252946644041889e-14
3.478811443093488120e-16,6.597143640221741981e-17,1.099871633524401247e-14
3.002162701820068817e-16,6.656757553156637283e-17,1.114847807475675357e-14
2.992531990662319503e-16,6.700561934628821477e-17,1.124770850462257046e-14
2.779850547738623816e-16,6.678861841756236534e-17,1.121688232859900327e-14
2.884473764520045610e-16,6.689618314137196680e-17,1.117750405554466739e-14
2.993815693828041604e-16,6.698792887194973182e-17,1.121084916628374933e-14
2.919197391062758797e-16,6.710191225849368172e-17,1.127291510369180225e-14
2.817026051059131519e-16,6.746426681239625652e-17,1.156896755298325853e-14
3.307357632432398464e-16,6.885534013422003572e-17,1.203407490474583161e-14
3.460522542068074702e-16,6.831804590126805063e-17,1.217576307346105219e-14
3.399925994396147626e-16,6.743590400585103822e-17,1.225475422051935350e-14
3.743291460931464143e-16,6.659206976231123980e-17,1.201859253203887398e-14
3.713958218550986103e-16,6.703453014514428004e-17,1.189445622640510356e-14
3.614722720236396565e-16,6.656198891495482389e-17,1.145767699185654725e-14
3.536269720953795768e-16,6.606501920141109976e-17,1.115912312968146586e-14
3.313593175385135689e-16,6.523475815610799828e-17,1.090465451838585903e-14
3.454440759751502644e-16,6.543541900829580997e-17,1.083154431429728123e-14
3.453499582115861013e-16,6.546858913087230224e-17,1.084070851605854135e-14
3.640831915266945983e-16,6.613742610757764290e-17,1.080840933691009905e-14
3.473900602286909733e-16,6.650796862196162916e-17,1.095532286782324973e-14
3.155885936978218538e-16,6.718466149872775761e-17,1.118302586857004659e-14
3.174078129556053970e-16,6.753238337637172276e-17,1.125511018376246494e-14
2.973437916396203472e-16,6.728321425761168567e-17,1.131985742432057202e-14
2.914036269945234216e-16,6.779355626240332291e-17,1.147279713365816604e-14
3.217737995114658434e-16,6.881647020262202628e-17,1.173458526311288034e-14
3.041396831931601516e-16,6.936057133629073604e-17,1.194006544171029463e-14
2.929641121071134278e-16,7.003667821979925815e-17,1.206228492936127347e-14
2.963652721828630609e-16,7.035838108209721200e-17,1.199430592954742319e-14
3.175454185238444641e-16,6.984919674548664100e-17,1.177735924900830587e-14
3.084033777690476928e-16,6.821232163909166801e-17,1.150551267249491439e-14
3.115304268986239462e-16,6.756424652439433968e-17,1.130605971419954738e-14
3.456262743371495543e-16,6.522157391063080629e-17,1.088930291290037721e-14
3.686330593454455017e-16,6.337143835439210550e-17,1.055180966604784693e-14
3.648652641552164643e-16,6.352049159699182633e-17,1.059840166085604277e-14
3.997317499117421626e-16,6.384139794905444841e-17,1.068057777623360737e-14
4.153726776445980500e-16,6.378350500277954702e-17,1.065635103648113398e-14
4.154891831100214759e-16,6.472405086027408438e-17,1.070984055667031239e-14
3.855251397067799207e-16,6.505802724171871946e-17,1.080960067607338750e-14
3.517227389515863281e-16,6.512079983951108310e-17,1.076116883358476135e-14
3.574758739852799799e-16,6.578366863214457383e-17,1.078918073204331520e-14
3.488861265935672579e-16,6.704180531878497426e-17,1.110738141852789640e-14
2.848775725378287397e-16,6.756762580973040793e-17,1.134504377164290338e-14
2.369861650427088619e-16,6.808658482027262342e-17,1.161016558649425864e-14
2.599474201187439630e-16,6.877171489918555400e-17,1.191414935514149942e-14
2.614113457338211886e-16,7.016847285814485341e-17,1.203379491157454285e-14
2.237967040429259054e-16,7.028017022054270519e-17,1.214928443074014408e-14
2.308082676811891362e-16,6.895484133155723003e-17,1.196108801741950190e-14
2.570787102536066660e-16,6.775663240110604804e-17,1.152822674197338424e-14
3.234531096312407006e-16,6.563710251951343267e-17,1.083754775569886131e-14
3.493320332397842683e-16,6.302554757337633946e-17,1.025320228922633396e-14
3.710891021518577803e-16,6.018732650351747259e-17,9.769266741121529938e-15
3.980619770456759660e-16,5.998836726900613197e-17,9.751286077372842181e-15
4.209354053209051961e-16,5.973089048994458350e-17,9.789704711593528653e-15
4.182202072660522366e-16,6.146896381664977828e-17,1.008168967201946972e-14
3.868914860126557548e-16,6.556249537732503315e-17,1.089982941719084301e-14
3.769284617765852379e-16,6.832832239152470996e-17,1.136532502958230499e-14
3.433227003117209333e-16,6.812149458152474660e-17,1.137696246000550046e-14
3.024877375586081979e-16,6.784822693327600910e-17,1.134271660125034815e-14
3.018393755822033137e-16,6.765991750539181648e-17,1.124268627471420156e-14
2.975730282860014016e-16,6.756988639464004042e-17,1.119372654201843670e-14
3.295327114201692359e-16,6.791829224175224629e-17,1.112942355409612737e-14
3.585584018958876015e-16,6.873486997731058090e-17,1.113436587441501968e-14
3.632502714384461365e-16,6.936881268985086261e-17,1.117813128442427258e-14
3.739053391198783862e-16,7.001833671745017223e-17,1.122057676315547398e-14
3.840748194492274400e-16,6.884424821626538865e-17,1.099347609602569630e-14
3.831672238544138060e-16,6.760776944324718982e-17,1.085701727376326209e-14
4.064502702130501580e-16,6.761113604434754459e-17,1.092617262292338138e-14
4.251091677224599303e-16,6.781360330308293697e-17,1.097818130854130961e-14
4.411485073436663582e-16,6.930370990589362431e-17,1.125499033313905132e-14
4.389980078935342553e-16,7.063370868330306647e-17,1.153189741289763438e-14
3.918896936557674092e-16,6.977472277522726927e-17,1.148720575922635772e-14
3.476781805531244607e-16,6.918135497048208178e-17,1.140497092793697278e-14
3.552862592415961600e-16,6.888923662194806292e-17,1.130301490936415419e-14
3.582596412281337551e-16,6.875697777277813815e-17,1.120713470068779390e-14
3.481056699414049808e-16,6.866164569448574291e-17,1.117435918463151967e-14
3.035719381278262585e-16,6.854184661309608479e-17,1.121424783828130948e-14
2.897547507732164696e-16,6.865187512889269715e-17,1.125902272129920499e-14
2.921285912663606134e-16,6.920663767075256276e-17,1.132989107588483431e-14
2.808287208367433358e-16,6.972995908539334354e-17,1.137985942837568924e-14
2.889604071965431971e-16,6.996670873712161838e-17,1.145840367056613501e-14
2.946273857136213189e-16,6.903888683230114034e-17,1.128904426882262682e-14
2.967355688470717256e-16,6.712449613307448010e-17,1.102834196537722312e-14
3.236398469283261562e-16,6.744368468872773338e-17,1.090093379050956818e-14
3.299953121924824395e-16,6.696024274132836574e-17,1.081995731455924654e-14
3.281477760238101331e-16,6.511097440706233595e-17,1.057239020530689112e-14
3.547647434736415184e-16,6.347572185336341072e-17,1.023303447871490667e-14
3.411035065976539796e-16,6.081374375585901788e-17,9.942643957390691347e-15
3.417455072396090472e-16,6.064725377520713649e-17,9.972013741871379442e-15
3.702754166119327958e-16,6.087651122789647708e-17,1.003390512331015647e-14
3.573351402540917444e-16,6.307042121806462326e-17,1.045543458763482021e-14
3.314618127616004117e-16,6.712192995414359365e-17,1.126767643111148683e-14
3.335051611355530985e-16,7.096641430387816415e-17,1.190765285106336676e-14
3.088340971836137094e-16,7.195016948848984117e-17,1.212988319704995368e-14
2.957578086212889102e-16,7.372420656059723029e-17,1.233276679728217698e-14
2.623505027953644831e-16,7.315166770753194771e-17,1.234680638616351680e-14
3.039247406346050231e-16,7.380903066689932372e-17,1.229347090921052102e-14
3.070110171417186521e-16,7.411627154511896867e-17,1.232955133146910030e-14
3.163109279228977182e-16,7.389988439073661533e-17,1.234571974527955556e-14
3.304796068759418700e-16,7.406253985083178991e-17,1.240578056290719235e-14
3.410789936075804290e-16,7.530479162844291536e-17,1.255419050422730255e-14
3.381966350940318428e-16,7.604447731470841272e-17,1.271319253396511127e-14
3.152181689313003094e-16,7.406486520553038838e-17,1.253712093922593212e-14
3.440536927451829149e-16,7.166003910246494601e-17,1.199354905314013615e-14
3.396785103380706812e-16,7.003195293193220438e-17,1.158820073687214748e-14
3.541192241376543989e-16,6.814022129954482179e-17,1.125019229031930514e-14
3.173671147120745404e-16,6.697872168465637007e-17,1.115350174613152155e-14
3.218854245323764941e-16,6.657152775834856777e-17,1.097836277376197576e-14
3.606828698489737645e-16,6.677486592374776057e-17,1.095370930192020221e-14
3.147185408422734749e-16,6.687670133168627941e-17,1.112513387622943842e-14
2.964519223585914212e-16,6.742408797735091111e-17,1.110345559157386821e-14
3.036768958932857298e-16,6.867894730224371957e-17,1.125111794060849108e-14
3.185487291363243659e-16,7.143165613856328412e-17,1.167964456548821238e-14
3.035260083000778198e-16,7.346973507018918213e-17,1.199379481818705043e-14
2.915508812720489221e-16,7.387642361394254156e-17,1.203212043965028404e-14
2.769324939263156781e-16,7.436549184824729764e-17,1.203527417065418703e-14
2.730329812175894297e-16,7.428469128941975119e-17,1.212643032691672458e-14
2.586753939839416671e-16,7.395452561750817300e-17,1.206483264845692217e-14
2.673216179703809233e-16,7.285257331726790552e-17,1.187135255572527660e-14
3.192834179318203487e-16,7.168615434572411655e-17,1.149473993040088679e-14
3.440378026196821965e-16,7.053490303016977484e-17,1.124991263202338655e-14
3.433448370429695303e-16,7.073585843592201727e-17,1.131987981605772806e-14
3.517378351837796112e-16,7.141314931388495945e-17,1.133981439403964385e-14
3.305559150199441166e-16,7.101385488947605399e-17,1.143903604009484920e-14
3.352121033533938628e-16,7.284229580873383717e-17,1.172887815579044033e-14
3.071661688349113799e-16,7.319629236437112058e-17,1.179730751073610628e-14
3.130137462227354368e-16,7.447808984628951888e-17,1.201391184976888591e-14
3.092489128122630406e-16,7.516587377466419236e-17,1.223400219057290313e-14
2.973030732762399769e-16,7.533051927800435116e-17,1.235108035917649258e-14
3.486078675380304893e-16,7.598751105241470685e-17,1.257364059042931667e-14
3.145691968931471026e-16,7.624658616407382367e-17,1.273240180598031000e-14
3.020482371994212357e-16,7.648033394276200923e-17,1.297851635993745041e-14
3.148292598857121149e-16,7.681379475942562996e-17,1.312138505594429738e-14
3.134001035467380124e-16,7.751787278835887313e-17,1.323198651407818498e-14
3.133854082896090301e-16,7.863760348551878368e-17,1.318337783389548474e-14
3.473580059741433307e-16,7.880106856513199835e-17,1.302717822384361977e-14
3.366704503239639473e-16,7.774656728817391892e-17,1.280637153582005601e-14
3.671272622033240683e-16,7.682517524267449612e-17,1.249366568280673567e-14
3.650040041986082203e-16,7.589015970967289056e-17,1.223921951362186099e-14
3.581545204241470762e-16,7.367413481888667414e-17,1.181604547035708184e-14
3.574219970150929042e-16,7.197994176965471230e-17,1.149716391771498168e-14
3.711356957195627662e-16,7.085631962786672907e-17,1.133822946679132300e-14
