# Flux (atmospheric extinction and telluric absorption corrected), Flux uncertainty (atmospheric extinction and telluric absorption corrected), Sky flux (atmospheric extinction and telluric absorption corrected)
3.300402273595385759e-16,4.428593884313862402e-17,7.469647717744681990e-15
3.406141092774990370e-16,4.457896331645554053e-17,7.443412128952929541e-15
3.222604764221307290e-16,4.417020869587673179e-17,7.481483672153474671e-15
3.275338396796390684e-16,4.428431131162664791e-17,7.488345115238577157e-15
3.174701517749944088e-16,4.488118537493824589e-17,7.514934890445266943e-15
3.168153804073920115e-16,4.463702514909886104e-17,7.515949606093656501e-15
3.048933257520395930e-16,4.417266644524351068e-17,7.559005689790780406e-15
3.167224252787651565e-16,4.423182351624824736e-17,7.538915418812890434e-15
3.103418744721633940e-16,4.441442462465911393e-17,7.527164266372661208e-15
3.187035294641204143e-16,4.453396424462693106e-17,7.516144569774094552e-15
3.011808836884258404e-16,4.436689303235536072e-17,7.560679058135780272e-15
3.118456110493445811e-16,4.437567681386422417e-17,7.538963858236983275e-15
3.246019222155577492e-16,4.445701675416142995e-17,7.550060341812386037e-15
3.399178503277012530e-16,4.460918379844240562e-17,7.534473671369037796e-15
3.128456279376271384e-16,4.450892856194812952e-17,7.495435993689716338e-15
2.849732242721513082e-16,4.409460632888598109e-17,7.532977629682755662e-15
3.169300264235520121e-16,4.437811351802594774e-17,7.481281245314077601e-15
3.225436645644002200e-16,4.435826777061205171e-17,7.474383000163920596e-15
3.276081078411269321e-16,4.449834712961190528e-17,7.469311886048667842e-15
2.997783074756351642e-16,4.447808149750124883e-17,7.517533750301464592e-15
3.122464038246894019e-16,4.436640989692534452e-17,7.512036562099812355e-15
3.139779900539214956e-16,4.418094977681666740e-17,7.507145117060075358e-15
3.174677442039979031e-16,4.412002544556228211e-17,7.488441133125941456e-15
3.196945817054709196e-16,4.400241468830907220e-17,7.469354856115684883e-15
3.360601742204759045e-16,4.419340388117219214e-17,7.444746207944902190e-15
3.271170946817833311e-16,4.411357049217013541e-17,7.451193197084567811e-15
3.321746874113349687e-16,4.420166756183741122e-17,7.460597969693560821e-15
3.199530618283249179e-16,4.411476738740777667e-17,7.468862181615200635e-15
3.288927136981714542e-16,4.420304611999806689e-17,7.453081362286241730e-15
3.395393691069234756e-16,4.420494235875311109e-17,7.450677473214772540e-15
3.182046170101315088e-16,4.391562061956699795e-17,7.449502486826625969e-15
3.248958635347282102e-16,4.399332454022289235e-17,7.415017261133284715e-15
3.263196677810748443e-16,4.388925599822255103e-17,7.390407442277622661e-15
3.213673116778368135e-16,4.377825559141230507e-17,7.382368435822969255e-15
3.028832841750147906e-16,4.347072183505960878e-17,7.413585273026968054e-15
3.040307293397442766e-16,4.359167157709224831e-17,7.437233930987608534e-15
3.118149894115388255e-16,4.366872656198143872e-17,7.448100191051417915e-15
3.204802311277593871e-16,4.387336362501028653e-17,7.458065613683332102e-15
3.320965526789429319e-16,4.395631106952633916e-17,7.460966691273160000e-15
3.322455216658304177e-16,4.385491945277043970e-17,7.434604807548711447e-15
3.239995071498683067e-16,4.367878427294282630e-17,7.401096223726123143e-15
3.243821559544199953e-16,4.367365127332787271e-17,7.367343075950077805e-15
3.304297894939253820e-16,4.356721644904635785e-17,7.367667706164783584e-15
3.273965374404756005e-16,4.353772122396928327e-17,7.390051443717681341e-15
3.178945086582401444e-16,4.352172425439141396e-17,7.402833046624083832e-15
3.219509626922849044e-16,4.349229512619624087e-17,7.395216663594275999e-15
3.237129712520918085e-16,4.348795153458986493e-17,7.383964434748535769e-15
3.213956610156200065e-16,4.354156598832902237e-17,7.399296104012800592e-15
3.209068124720701373e-16,4.374938842498645487e-17,7.405982731043816801e-15
3.196225832022712758e-16,4.377617975117518552e-17,7.409706429077798832e-15
3.247767706562974289e-16,4.376139099806907670e-17,7.416584001431856280e-15
3.330477996615929796e-16,4.360446956727058939e-17,7.386839220003874968e-15
3.443859053124060356e-16,4.350125102186406482e-17,7.383690904696441310e-15
3.581832583913271226e-16,4.372636259314206360e-17,7.438951001754274139e-15
3.507613820831195045e-16,4.388024525058724685e-17,7.514502241736019098e-15
3.504933850871915964e-16,4.402831545230680962e-17,7.579581364435268426e-15
3.528020193871219473e-16,4.413199275591458237e-17,7.596982352410291341e-15
3.486908093087690175e-16,4.388389135872530238e-17,7.538344507482016058e-15
3.511589178423122549e-16,4.350732343354959259e-17,7.380898265325293899e-15
3.530436200660155810e-16,4.306187704704330802e-17,7.252618678410977899e-15
3.625725248457906912e-16,4.272158769345529176e-17,7.174339730567783218e-15
3.591482336693026857e-16,4.231374849605172213e-17,7.144738975418405119e-15
3.715307692197127346e-16,4.235456401661425826e-17,7.128306416942580939e-15
3.859897758438121944e-16,4.253940665478917539e-17,7.102031854358339372e-15
3.757943217161965307e-16,4.252761533370557534e-17,7.103830060646076385e-15
3.754616488316424101e-16,4.253752412088287978e-17,7.097751765981693506e-15
4.066925286209393445e-16,4.277667473852713151e-17,7.061431730589366394e-15
4.270793467266739836e-16,4.286225296873024414e-17,7.054352144198257337e-15
4.218503346526142835e-16,4.265564590586469393e-17,7.064562984546488613e-15
4.333273505888153610e-16,4.273623513961062985e-17,7.059898327222330530e-15
4.570122258300858874e-16,4.275065441113428898e-17,7.063955135389128319e-15
4.890104608633837551e-16,4.299468848531219721e-17,7.080785489614060503e-15
4.945147785166086484e-16,4.329270458901998809e-17,7.090590740873615110e-15
5.120546138101159002e-16,4.353904062885919497e-17,7.104129309699790163e-15
5.026426373945267700e-16,4.332392299473791007e-17,7.120381371646836771e-15
4.991314290722829364e-16,4.311833266391911146e-17,7.157900210354672430e-15
4.764053210617193521e-16,4.302269917376118402e-17,7.132359434951108669e-15
4.788877085080241116e-16,4.302961648862225902e-17,7.092251203433310214e-15
4.731643039424233847e-16,4.290412814989197039e-17,7.068743969375492580e-15
4.691072596115778519e-16,4.274545894175493068e-17,7.027287476989469642e-15
4.515477293781344654e-16,4.261134783003062917e-17,6.996788536891591531e-15
4.473788091698115610e-16,4.264216260679437472e-17,6.975598447419913927e-15
4.328590966359327069e-16,4.273050542752140023e-17,6.969143904401245468e-15
4.184471159046590817e-16,4.258756123904764684e-17,7.026226555919215057e-15
4.160843049191712532e-16,4.260157520628791994e-17,7.044478963742144549e-15
4.103035883055212790e-16,4.246951923170955179e-17,7.051202916961677909e-15
3.984170303634307491e-16,4.242938660365633351e-17,7.019315603534573960e-15
3.783280707875582778e-16,4.215157788542393921e-17,7.013345692869128378e-15
3.843001030828868420e-16,4.216187869807938597e-17,7.002174185630568846e-15
3.981172693274053563e-16,4.216220347035057307e-17,6.955500063624271849e-15
3.711385486453329657e-16,4.190102427336743283e-17,6.976852417322569917e-15
3.548270079682518940e-16,4.182632249715472318e-17,6.995161467319073162e-15
3.532198981011066528e-16,4.174282026931581161e-17,7.034958909756258182e-15
3.306989385204660036e-16,4.159057193359286875e-17,7.007838421133978268e-15
3.298113947098614202e-16,4.202100386041926537e-17,7.027937480823466683e-15
3.246428029841884999e-16,4.172188739764716086e-17,7.051270173283870830e-15
3.437707141112531644e-16,4.194290668297845283e-17,7.059891251994729656e-15
3.560552623010270204e-16,4.228500752435749615e-17,7.046900852429690039e-15
3.510655341380171305e-16,4.216037139940841120e-17,7.032195018573149683e-15
3.606870407416649746e-16,4.225186564375843992e-17,7.004919558540692050e-15
3.369372147759523276e-16,4.203622415941724146e-17,7.023819832395389395e-15
3.400193131568198155e-16,4.198604294765486389e-17,7.088239069252768420e-15
3.522951656765670566e-16,4.237708804176123832e-17,7.080063132679688258e-15
3.542953699419443771e-16,4.278974897517499298e-17,7.162620147852388892e-15
3.535880975913453499e-16,4.313106390222694224e-17,7.227796549316128845e-15
3.488884297825053508e-16,4.336414701779483350e-17,7.209347454238902222e-15
3.349412733062491184e-16,4.318041850200116104e-17,7.190368504477974057e-15
3.535286101810151803e-16,4.306483455394416832e-17,7.179273713376096424e-15
3.354678594977087406e-16,4.287891171417405067e-17,7.122796090054663731e-15
3.352264171935804219e-16,4.239436555211030617e-17,7.116146297673764513e-15
3.586181386635372332e-16,4.278371168751959385e-17,7.068837501579246243e-15
3.535914218522403602e-16,4.255081762620907048e-17,7.079160482088051266e-15
3.425177256926444357e-16,4.240453343784973628e-17,7.089365789587673677e-15
3.488479509574627294e-16,4.181003012594700161e-17,7.059477407979663873e-15
3.305438733423069078e-16,4.148474723396625544e-17,7.082936300313499388e-15
3.102820588232252337e-16,4.154136001267708814e-17,7.058591277407418840e-15
3.064067889508862098e-16,4.136049693143616780e-17,7.023943000941373508e-15
3.055660073619640661e-16,4.151580161928575661e-17,6.975395129914073124e-15
3.125017044716923461e-16,4.148806596437024211e-17,6.964486613319935626e-15
3.148549651190549093e-16,4.129825794240691441e-17,6.910016139756444049e-15
3.233182936813643754e-16,4.121666901102522645e-17,6.861561592416964031e-15
3.277248960653714285e-16,4.118792310138203596e-17,6.871208010490241008e-15
3.310796154303089491e-16,4.121506790801953854e-17,6.893494587295397372e-15
3.154204204200710738e-16,4.114722098819665318e-17,6.934526718867385948e-15
3.168601143511016705e-16,4.110067801281363136e-17,6.954842399527841885e-15
3.133164756650913160e-16,4.157793017029513111e-17,7.023958426919486467e-15
3.050977434526839254e-16,4.196160408028837222e-17,7.034432503550704492e-15
3.213591339712204291e-16,4.276027969365002378e-17,7.166079329815171470e-15
3.258013641815826357e-16,4.333569168539454929e-17,7.290534617641919349e-15
3.130538018734882314e-16,4.340762340413052010e-17,7.249615085591148450e-15
3.164496059402204033e-16,4.333255638077435511e-17,7.237857484512175609e-15
3.203126272442269311e-16,4.285838507832039359e-17,7.145715811910066983e-15
3.275168420229922008e-16,4.202918054434567328e-17,7.026091119454069938e-15
3.271830149377675255e-16,4.124682579099340895e-17,6.921107305388357661e-15
3.221457202562580139e-16,4.038844427424853221e-17,6.781504548908291666e-15
3.432897599053784979e-16,4.041761188686942069e-17,6.722722680443112658e-15
3.351056861858718442e-16,4.028992383967489009e-17,6.726713018403610832e-15
3.437947663137937427e-16,4.014407759471903719e-17,6.730342473216253726e-15
3.608521958286069082e-16,4.043415637128671891e-17,6.737019344604132327e-15
3.676042769461659198e-16,4.063048729356152172e-17,6.721364305427462463e-15
3.617994316026075480e-16,4.050175874940154672e-17,6.733151870011569259e-15
3.553120408717211553e-16,4.071833101044376527e-17,6.745246392688393358e-15
3.674624589794170317e-16,4.096948319957085251e-17,6.738440143369710738e-15
3.445454775617005817e-16,4.082813248701639060e-17,6.753157756146597372e-15
3.314144427327415122e-16,4.082218617803083072e-17,6.800002399500716934e-15
3.427084088206941072e-16,4.130235727266408738e-17,6.847872458188676097e-15
3.403750826417401302e-16,4.149277612399910224e-17,6.896551737922269058e-15
3.125207948017095097e-16,4.128442338608869688e-17,6.926522939127159972e-15
3.058495804977558550e-16,4.132667076017049615e-17,6.956083117462898936e-15
3.087935638788642093e-16,4.136205797939493324e-17,6.958245685732610194e-15
3.234957042402632626e-16,4.152223966152895933e-17,6.945756937019797136e-15
3.204591227373387578e-16,4.135386148066253810e-17,6.936031952416701873e-15
3.278356584675086742e-16,4.137012850083346607e-17,6.863737709056784457e-15
3.328438783030418069e-16,4.100007270051588186e-17,6.807379008746214425e-15
3.408362752333311647e-16,4.095795106182784054e-17,6.799858297571511748e-15
3.404607385164625899e-16,4.085881845426563302e-17,6.807550490655092047e-15
3.409456850521490664e-16,4.092003757572274643e-17,6.799025870687882288e-15
3.434428271487978916e-16,4.099128369839851729e-17,6.787280721172949378e-15
3.468633561978908236e-16,4.112083265623474154e-17,6.807221469147100880e-15
3.434555584499533771e-16,4.098566072125527309e-17,6.840250529757857343e-15
3.622341453491560630e-16,4.116778111438986551e-17,6.809728250914815799e-15
3.540320320462355567e-16,4.095339514551385937e-17,6.768539390668140185e-15
3.505671523369111083e-16,4.089423032972702112e-17,6.738470594822607183e-15
3.488929635799414032e-16,4.076133152580950250e-17,6.728354048855724742e-15
3.388312510364886301e-16,4.072768836016490393e-17,6.726995562810174845e-15
3.441454007018724944e-16,4.092889413639661521e-17,6.723479683546191084e-15
3.361678630474187720e-16,4.100203669213998125e-17,6.775267428795607220e-15
3.284188726002551253e-16,4.093425136369134760e-17,6.792369015678547137e-15
3.325760010787215368e-16,4.116215814370884658e-17,6.818535383874074410e-15
3.345159034689640707e-16,4.144445363274846739e-17,6.871939026928956977e-15
3.218207484767495619e-16,4.140700345381981982e-17,6.893360858263384545e-15
3.196425920451390352e-16,4.137717205618096676e-17,6.910920673696076593e-15
3.225855641846721129e-16,4.128966308271817755e-17,6.899697850896731393e-15
3.188409880026578693e-16,4.100677874978270624e-17,6.846382686910661484e-15
3.220580922888648294e-16,4.073429247908069261e-17,6.817189520050591950e-15
3.293862007278792532e-16,4.059636695956590495e-17,6.781827120301589930e-15
3.279154247932724395e-16,4.065627916496369681e-17,6.767247576171744119e-15
3.219206630486652255e-16,4.048876707288236191e-17,6.772607443848513823e-15
3.268542557628932798e-16,4.047078552383605987e-17,6.764162730686686212e-15
3.365039039296453537e-16,4.060177028742395289e-17,6.762373436844157655e-15
3.424591139460950528e-16,4.082124764529489792e-17,6.762233803664674182e-15
3.358963388630255881e-16,4.079117043172068246e-17,6.772257669713223569e-15
3.406632496844355755e-16,4.082917962481569706e-17,6.775627059474025959e-15
3.446851853402936061e-16,4.071023982368400381e-17,6.776285844848477441e-15
3.472204894262201572e-16,4.048263587710080960e-17,6.769894204547900737e-15
3.542533976004048526e-16,4.044974377853095384e-17,6.723269342573166661e-15
3.541405785070134036e-16,4.055210946888555644e-17,6.683859533991105861e-15
3.632105782254031924e-16,4.056384427719012659e-17,6.683453518198311430e-15
3.723461154425998133e-16,4.059429411690453889e-17,6.706047917620397685e-15
3.887216755664805011e-16,4.106065184382559911e-17,6.757973905234210957e-15
3.902183409415144750e-16,4.153806966528950582e-17,6.793725085327175477e-15
3.533591011084217539e-16,4.158167034817266949e-17,6.839899636956230526e-15
3.477296007242070539e-16,4.161058362786974347e-17,6.884443093937303128e-15
3.556608252333498325e-16,4.175991191764651399e-17,6.908183765341046937e-15
3.373939002027114507e-16,4.157241404950898907e-17,6.919043055304830798e-15
3.281787248598563189e-16,4.119682418312139429e-17,6.898489862026693939e-15
3.431216007081427839e-16,4.106567915377814868e-17,6.853399331825890172e-15
3.491765085159167415e-16,4.101406753834456349e-17,6.804106470125992803e-15
3.386774860440772994e-16,4.087569548046099423e-17,6.783450206285624934e-15
3.368909775909707090e-16,4.078588154891765314e-17,6.766955850203297909e-15
3.404988779064024680e-16,4.085453712022163136e-17,6.804460360438027706e-15
3.391822226212129800e-16,4.133656083552750080e-17,6.872439497826413877e-15
3.395765129549893564e-16,4.179861823650445221e-17,6.929936301874890278e-15
3.367994999192729165e-16,4.202864489936413869e-17,6.960615919838582331e-15
3.303169378228319779e-16,4.204658094383601340e-17,7.002045356238237397e-15
3.302274185397923974e-16,4.208786877920288373e-17,7.045788574017999826e-15
3.458246612480660243e-16,4.243749821972206610e-17,7.098167421831916853e-15
3.563959867361669550e-16,4.275051931809573765e-17,7.150448604911010490e-15
3.639458829672539294e-16,4.287428067964127681e-17,7.162579758170793047e-15
3.691377604553217167e-16,4.269808238168336520e-17,7.147499417683082772e-15
3.649577749029185609e-16,4.271869879651219503e-17,7.161312417686165220e-15
3.469660452510700876e-16,4.281937585951695806e-17,7.130436631434247509e-15
3.325913776239899969e-16,4.262550803409006408e-17,7.102961575482436825e-15
3.492595916965186463e-16,4.269850199703371379e-17,7.091157360322552918e-15
3.587370575362424639e-16,4.290255074258090244e-17,7.104612101952537736e-15
3.508619391607714516e-16,4.309219726275234441e-17,7.150383919218494558e-15
3.407295432717666349e-16,4.315846706885458039e-17,7.223063853038208210e-15
3.269997837671475465e-16,4.309093554965730527e-17,7.250736455618083373e-15
3.230375096818575974e-16,4.311156460684678829e-17,7.199240124379542545e-15
3.143304803252630142e-16,4.291392612562593944e-17,7.147351208507450169e-15
3.238157469412929425e-16,4.289201143569340180e-17,7.081646146067667336e-15
3.442946452904405119e-16,4.313745569884576751e-17,7.058678156494657999e-15
3.495643274310913869e-16,4.324553123859173752e-17,7.099181581767827851e-15
3.597185632030970503e-16,4.332210262974560277e-17,7.123058430749352099e-15
3.759194186628891558e-16,4.352840146707987786e-17,7.128970751755882316e-15
3.993019568648861550e-16,4.385958971189409287e-17,7.120382839115022141e-15
4.155934908462661922e-16,4.411848659606378585e-17,7.128622394129427129e-15
4.138118802249194492e-16,4.410809815575797698e-17,7.156895255975055018e-15
4.213801606870201226e-16,4.435438919694846754e-17,7.191166327039971750e-15
4.229343574559150563e-16,4.443808193113299494e-17,7.237814647004660350e-15
4.275212514007938825e-16,4.461497844685592375e-17,7.261022038697755743e-15
4.282852650782791293e-16,4.487371565215154982e-17,7.315801966602342077e-15
4.119535251727427641e-16,4.504862296644846877e-17,7.375556540779373390e-15
4.108387606994760252e-16,4.519504633633869178e-17,7.397742220453769927e-15
4.127313225282974877e-16,4.515947973848475028e-17,7.385701542362600355e-15
3.854827490515093949e-16,4.487716957876462652e-17,7.369138347656087541e-15
3.909621182258143626e-16,4.492862378819073959e-17,7.333898179428409380e-15
3.729940445635247737e-16,4.461151628200254966e-17,7.340242909610060338e-15
3.530397512295679692e-16,4.442132561163646005e-17,7.355582586315765392e-15
3.560250612798082834e-16,4.462458135889242352e-17,7.396563714501782029e-15
3.650886483326446371e-16,4.500758343129724901e-17,7.426611805738545647e-15
3.727043512390888972e-16,4.533919876595045018e-17,7.473485478357194705e-15
3.686409285758568757e-16,4.558568941766154655e-17,7.487161414858691844e-15
3.517008121283145049e-16,4.531021082815641112e-17,7.521124169476105113e-15
3.596957361451429183e-16,4.526777332442069708e-17,7.497331326620542410e-15
3.899793645019895905e-16,4.564634453127890281e-17,7.450299380316270612e-15
3.658073237607955721e-16,4.558930677308938933e-17,7.475341498218238751e-15
3.572574277925527950e-16,4.528357433632286156e-17,7.495204020683191466e-15
3.840408134229552548e-16,4.542681303756925165e-17,7.485452333639999613e-15
3.812728006166706342e-16,4.540218809714727128e-17,7.500095286090059628e-15
3.944552687513057798e-16,4.569386401451278714e-17,7.518748947271882668e-15
3.966505962597727910e-16,4.594454926230226601e-17,7.580792624611434915e-15
3.960355737429525932e-16,4.640794026843677499e-17,7.632106165160209744e-15
3.950138580333436111e-16,4.667607481987120421e-17,7.637842881174697263e-15
3.885208207491818433e-16,4.664053528732254336e-17,7.668074024035413271e-15
3.873297170403353124e-16,4.673920133329213585e-17,7.641919485506729764e-15
4.148226360081486299e-16,4.680191179118996137e-17,7.595685789290280128e-15
4.258253409681314293e-16,4.637196382900493101e-17,7.507658033874576875e-15
4.239353352822399304e-16,4.614387644639363491e-17,7.492616573078170439e-15
4.347816574018586865e-16,4.624068309599932915e-17,7.471451849685467759e-15
4.345616815338031611e-16,4.593196122765256849e-17,7.469407121827101003e-15
4.339347088182381672e-16,4.657540707189844142e-17,7.552207401012823427e-15
4.574815316154898194e-16,4.730067705842688763e-17,7.608620696069424061e-15
4.637657221418129939e-16,4.756560498800520166e-17,7.632234883373834715e-15
4.661213169033452797e-16,4.747855524692260746e-17,7.666883899419857235e-15
4.790686933726007102e-16,4.784608213242926900e-17,7.665476065825462462e-15
5.006224671339389450e-16,4.794168369285146581e-17,7.659656935890535674e-15
5.113571248958789547e-16,4.789029151423457171e-17,7.654512140073289340e-15
5.389909795737212891e-16,4.766984369447194241e-17,7.594015159014465394e-15
5.925271157809195539e-16,4.772686986310232098e-17,7.548757593694962612e-15
6.343753530057320352e-16,4.790734623126342127e-17,7.530963987032409874e-15
6.911681020319175432e-16,4.827710552820128416e-17,7.498225660842237163e-15
7.377588851606970653e-16,4.860956735261985985e-17,7.489030017681182150e-15
7.824363736856260035e-16,4.921830037458442503e-17,7.495440018902831909e-15
8.563304032565040789e-16,5.020347181084103497e-17,7.572371079925692679e-15
9.317866849501776219e-16,5.085754377882445420e-17,7.655871953760563775e-15
1.013288046151527381e-15,5.192207598149301332e-17,7.707224601123732945e-15
1.132589979749093652e-15,5.312345304455776584e-17,7.727028681186720433e-15
1.272476184377734900e-15,5.446001865610290138e-17,7.747388087885398590e-15
1.454993274101133827e-15,5.600087951138873778e-17,7.728217245243608612e-15
1.715128562649533306e-15,5.741873745715784897e-17,7.605564608229070803e-15
2.055554705636801639e-15,5.884271589849165627e-17,7.475329655053861046e-15
2.483256247462805928e-15,6.078408217168664540e-17,7.393775737149172642e-15
2.905691642141406106e-15,6.307409874220210646e-17,7.345773350519989139e-15
3.273223501340116243e-15,6.476485342177588704e-17,7.347827667827200720e-15
3.558036885976571439e-15,6.684021483342196503e-17,7.406149818380218382e-15
3.739100776154449237e-15,6.823794104054673213e-17,7.463566627835211576e-15
3.786744095065688969e-15,6.852980379875989894e-17,7.512717993688157343e-15
3.633767020499934704e-15,6.801151878475804218e-17,7.559275456132394121e-15
3.566025385102658541e-15,6.782305021862532169e-17,7.500648727223734545e-15
3.439675643382011484e-15,6.725412526379722407e-17,7.486694935393902780e-15
3.312170203710748353e-15,6.573701870102415361e-17,7.419305055337002521e-15
3.074069698621198864e-15,6.404834919869878466e-17,7.387636163288829130e-15
2.775864459861924584e-15,6.167598479534926069e-17,7.315867502849338720e-15
2.450317584870206336e-15,5.904682454952643828e-17,7.316542825101446574e-15
2.140107000511523175e-15,5.684396305947360571e-17,7.298119051609841589e-15
1.856635042625173920e-15,5.473761661782051721e-17,7.285609722585625450e-15
1.634678999019966299e-15,5.419451123602792398e-17,7.416631097215020230e-15
1.443951593649872088e-15,5.390001923333465240e-17,7.534679705493776093e-15
1.262413115513706979e-15,5.285072061581375601e-17,7.562083823480670569e-15
1.109623554476617240e-15,5.200914389833019384e-17,7.555179708597875358e-15
9.812940822215132379e-16,5.149478503047873890e-17,7.556215096113121037e-15
8.842054626930888460e-16,5.080596021055220814e-17,7.604278017141917638e-15
8.138663883493365690e-16,5.043439966287280134e-17,7.620340680276126724e-15
7.370552483722593369e-16,5.083455855750164768e-17,7.788695124157846629e-15
6.586701102485327897e-16,5.177426175099892764e-17,8.045693792759014291e-15
5.949004307015867430e-16,5.199100512730530594e-17,8.219284970549616362e-15
5.494713930818515550e-16,5.255731303271150236e-17,8.335161886336189950e-15
5.159595105830395968e-16,5.293696459861830973e-17,8.447590482713723703e-15
4.930130520964908834e-16,5.368481702490980122e-17,8.582709261653582937e-15
4.606352405852690163e-16,5.318725294339300575e-17,8.608692303197072843e-15
4.280963064530271778e-16,5.326202529115314718e-17,8.584123841818414753e-15
4.252248031469730383e-16,5.346021194222547158e-17,8.603489245858381480e-15
4.194937348335712112e-16,5.337856809664592005e-17,8.654844492110879781e-15
4.085251397056888068e-16,5.278988996114983770e-17,8.624233865551966975e-15
4.204682995987569123e-16,5.204419199235687156e-17,8.457236360036188211e-15
4.111563225320144712e-16,4.999362338317596343e-17,8.158933720960944159e-15
4.405833330469788399e-16,4.852402983285480712e-17,7.808608102098351112e-15
4.733744635646501524e-16,4.777267621333510991e-17,7.654962356735432084e-15
4.667247723694658525e-16,4.752578239246486675e-17,7.653170896878418538e-15
4.910994427115126740e-16,4.753414177612732860e-17,7.630056816986218994e-15
4.990412728098223469e-16,4.850762575143812117e-17,7.767399485392808605e-15
4.494805539303364209e-16,4.971634393453746355e-17,8.106349872399497638e-15
4.363139909221240707e-16,5.172603731367516162e-17,8.534328118115737413e-15
4.073917175986188403e-16,5.304058524760433980e-17,8.896288073090680900e-15
3.736893173518128621e-16,5.345535673953416288e-17,9.067526869987103520e-15
3.395329676229540549e-16,5.291368560808679923e-17,9.198197154364446298e-15
3.460674717821662890e-16,5.238244045048581612e-17,8.963457542861796026e-15
3.603539585415170842e-16,5.173707372097162622e-17,8.727125601184199611e-15
3.835884551470623778e-16,5.122155112508878268e-17,8.526351440841924355e-15
3.992180728154766764e-16,5.042286762112269839e-17,8.310181409382080733e-15
3.775884347637107911e-16,5.022684456585099200e-17,8.279930398395692347e-15
3.918342245505323761e-16,5.042796226659455081e-17,8.300387131836609877e-15
3.907897857778009028e-16,5.159518620543560241e-17,8.571597349976417372e-15
3.836491888488511544e-16,5.303712943387302257e-17,8.849929051771871515e-15
4.028843847988883435e-16,5.329996594508174664e-17,8.981087919972738292e-15
3.729372259829719720e-16,5.313209380317123314e-17,9.080862680437079543e-15
3.786740475434060941e-16,5.328787742812418891e-17,8.996910485318966050e-15
3.657806585214930078e-16,5.269109136937485722e-17,8.810879334108095940e-15
3.771984328096597378e-16,5.278970429767015444e-17,8.684997864203727853e-15
3.731746502309338121e-16,5.179974925296415534e-17,8.555938846276402345e-15
3.647084505640639433e-16,5.076507456102259313e-17,8.314811214661443471e-15
3.224251822200415230e-16,4.999554142217222726e-17,8.381588171105403293e-15
3.041862669434538491e-16,4.965487856021557831e-17,8.438338079244590860e-15
3.003920504421333269e-16,4.973768192973413415e-17,8.448953371954720353e-15
3.160740950483343742e-16,4.981173221928550322e-17,8.561304100119486150e-15
3.072770905885090367e-16,5.001242583330544482e-17,8.654047731328790335e-15
2.905249016013947775e-16,5.062999907424839107e-17,8.701782166998338078e-15
3.026739049243183933e-16,5.058676814650515784e-17,8.704273215255294269e-15
3.009857257670945728e-16,5.096770808787412778e-17,8.664409763025787189e-15
3.029273267610630563e-16,5.104728974406580724e-17,8.597792254322709286e-15
3.168203110348160329e-16,5.085437046187592028e-17,8.597729676778851603e-15
3.335880325490075621e-16,5.065302073195405675e-17,8.554931681839641824e-15
3.179553898868795504e-16,5.010931349633345842e-17,8.614594995172292854e-15
3.013119017489844619e-16,4.991498239899205246e-17,8.638469628592464869e-15
3.118201102477925860e-16,5.009947291334138926e-17,8.608611606096594539e-15
3.366417328893209681e-16,5.039576675942978289e-17,8.568326406978140500e-15
3.370090976163621035e-16,5.063200612103701183e-17,8.508916109793289388e-15
3.082134772398762700e-16,5.077495392289913016e-17,8.580557644043841784e-15
3.135800758844562981e-16,5.091714578845935616e-17,8.611045761648078879e-15
3.095307702217487335e-16,5.121590835640091462e-17,8.716398517517643729e-15
2.959695756450790075e-16,5.131840185150564456e-17,8.770778439887171186e-15
2.913437505488824485e-16,5.158592682189391820e-17,8.772007657369814634e-15
3.171660246475689066e-16,5.214210269234094606e-17,8.730431721409087641e-15
2.994625713935381418e-16,5.177229280142696406e-17,8.722774884490900181e-15
3.058621467561176876e-16,5.163106858636146609e-17,8.685645452974840494e-15
3.065652621484820373e-16,5.091204224272859577e-17,8.595190574982177896e-15
3.067308918933669929e-16,4.974918273925126385e-17,8.360487962493900793e-15
3.073716223705205686e-16,4.868678557025850272e-17,8.204931710693936757e-15
3.342208671875759547e-16,4.918689249191477621e-17,8.246055783678966131e-15
3.410534920448952007e-16,4.906972295484451680e-17,8.327303972081780578e-15
3.610343803753388567e-16,4.931569045408908672e-17,8.319231359908450172e-15
3.202598924980004064e-16,4.972641137809269636e-17,8.428001954932020036e-15
3.208133771269471000e-16,5.047673231318579300e-17,8.494970287960529515e-15
3.195630737609985933e-16,5.034496521990305849e-17,8.434509455993674404e-15
3.070770016995376622e-16,5.006635482442115989e-17,8.422951007938317493e-15
3.062117571255515214e-16,5.006246405180925252e-17,8.417547238189687467e-15
3.148360319518234941e-16,5.024820611233607381e-17,8.364442555411453504e-15
3.374561311798576155e-16,5.027103419704266185e-17,8.307583451119482925e-15
3.281106547685970224e-16,5.046196601506132344e-17,8.356177449534973298e-15
3.313197753274677667e-16,5.051393641464046646e-17,8.453942718458257909e-15
3.374294923799852017e-16,5.087028521593919659e-17,8.481748965152566101e-15
3.239608641312635109e-16,5.023387750764839771e-17,8.426176188092812682e-15
3.266274310693147756e-16,5.029171573116901032e-17,8.393505098583766974e-15
3.448281993808911177e-16,5.030244150014584865e-17,8.344629582245270254e-15
3.377994315356008690e-16,5.018766432415190282e-17,8.325680339695601421e-15
