# Resampled flux, Resampled flux uncertainty, Resampled sky flux
nan,nan,nan
1.729223010119153012e-13,6.382409854260749310e-16,4.247918510453195936e-14
1.731848277458890600e-13,6.400079209567590038e-16,4.249873582205922275e-14
1.729925181050520302e-13,6.401270495428027933e-16,4.270553424777429165e-14
1.725513603777924187e-13,6.403294980483298055e-16,4.299074947502053245e-14
1.724236710973294193e-13,6.412381084351185652e-16,4.306222320613058407e-14
1.723822675154134887e-13,6.418271330650958179e-16,4.298276517527902186e-14
1.720973924866341901e-13,6.410472949395829454e-16,4.293420484844675664e-14
1.717839479822706197e-13,6.400700522286936322e-16,4.301978435482095489e-14
1.717871422350613800e-13,6.402680184795380630e-16,4.306099622500034521e-14
1.714606786940428032e-13,6.380096591471626230e-16,4.287213958460413401e-14
1.709046767131929381e-13,6.358303968773536131e-16,4.259915581174713298e-14
1.702776165334655918e-13,6.350803803398765676e-16,4.246401237984492562e-14
1.695552622897441613e-13,6.334838427836846263e-16,4.246311843951867801e-14
1.690121476358584698e-13,6.322281864840031152e-16,4.238798934544742736e-14
1.683933453114975685e-13,6.299388732186377327e-16,4.230195391015389444e-14
1.680707465886338602e-13,6.275228121142082402e-16,4.212205871060164035e-14
1.681175968954815763e-13,6.260721177331885145e-16,4.206121655485596561e-14
1.673921592577497898e-13,6.243627507526419844e-16,4.203160679784010479e-14
1.666773543984783687e-13,6.224693809442104439e-16,4.189819552925730159e-14
1.663379190372954537e-13,6.211796987788871233e-16,4.187893577822920255e-14
1.662788770189733728e-13,6.225078720027966704e-16,4.184288209382322863e-14
1.657059797393878214e-13,6.224299801668967799e-16,4.182408571067535009e-14
1.650561934576324768e-13,6.195772704097715296e-16,4.169859560612882641e-14
1.649315196581741641e-13,6.192241449945388887e-16,4.165796115621838104e-14
1.647043298480345273e-13,6.184387719765005351e-16,4.163772712920941343e-14
1.646745645239062615e-13,6.165345134561784588e-16,4.161014897532206793e-14
1.643711482554887531e-13,6.151002145578574026e-16,4.153529018117792520e-14
1.635130207483215210e-13,6.129628505748060471e-16,4.138530763237617054e-14
1.627241815037326574e-13,6.111241587065683746e-16,4.128137533894789023e-14
1.627602784895656572e-13,6.103985510189836450e-16,4.106076523638260426e-14
1.628775921022040495e-13,6.100713422834674694e-16,4.105342262383350895e-14
1.622428871608628900e-13,6.096465625445866983e-16,4.109281491045216044e-14
1.618607207738214557e-13,6.088406471817998694e-16,4.099069221255055522e-14
1.614152710590905107e-13,6.065339600271592916e-16,4.099165667016872530e-14
1.613098087632326249e-13,6.056655115412741277e-16,4.097374066101773130e-14
1.607947428851182243e-13,6.044791679733077326e-16,4.084850287416142795e-14
1.599361869974190331e-13,6.020650643066832065e-16,4.070288714845581931e-14
1.604366891265687110e-13,6.032110001627269292e-16,4.082048817827963984e-14
1.604648050898782847e-13,6.033349083137545827e-16,4.078476410465826916e-14
1.593814190526015245e-13,6.015649682314462773e-16,4.078927554235426075e-14
1.584545566724110093e-13,5.997994656814241652e-16,4.074635323690498643e-14
1.585302486515450237e-13,5.996931937402863662e-16,4.070950362095115354e-14
1.583384360425036627e-13,5.986787314328080912e-16,4.059778411371190139e-14
1.582352044222148611e-13,5.981786541400934286e-16,4.055696871312455601e-14
1.576192436427711408e-13,5.963054403557064078e-16,4.051998770729798531e-14
1.567833117708829599e-13,5.944575420663608418e-16,4.050501669400606467e-14
1.566900003540385395e-13,5.940354337998194443e-16,4.042194196733882694e-14
1.567829455848960669e-13,5.939820231939881252e-16,4.041534516427198312e-14
1.557972005706749053e-13,5.920222126475305969e-16,4.030692773159112299e-14
1.556674720656563583e-13,5.918862746860132633e-16,4.025010598171433548e-14
1.546295491364527848e-13,5.899726027435216817e-16,4.038335028741881725e-14
1.541391649942547754e-13,5.889289994465326936e-16,4.051768231291526673e-14
1.550690090789903818e-13,5.912258908838140169e-16,4.050366683714054990e-14
1.545348963779191530e-13,5.900815002255594344e-16,4.038493085395066701e-14
1.536665539517437174e-13,5.883362586166356627e-16,4.031599647377037825e-14
1.533621413513261101e-13,5.877363900893001592e-16,4.038152091375687090e-14
1.530515937926594018e-13,5.871667854841905182e-16,4.028357742970775641e-14
1.526784132835373731e-13,5.863413544351400249e-16,4.030768503009984705e-14
1.520957653482369562e-13,5.851051578065439917e-16,4.018694742092265885e-14
1.521016830612504517e-13,5.848422233285531789e-16,4.014510800383221846e-14
1.520271840801077890e-13,5.840601364857286421e-16,4.011528065136680526e-14
1.519705931706002920e-13,5.837788251568002122e-16,4.004940893730927699e-14
1.509502594779557905e-13,5.818172769684829290e-16,3.998893142564818895e-14
1.505844013323684903e-13,5.817891620160298767e-16,4.001391407240626111e-14
1.504928116924755352e-13,5.817446690599951299e-16,4.005402336183271181e-14
1.498028626310708064e-13,5.809898853049508683e-16,4.014859852690073857e-14
1.497399178671563569e-13,5.807780848284693868e-16,4.018392057436844495e-14
1.498621835294597577e-13,5.812056901683785328e-16,4.019021916861964514e-14
1.495946521211401991e-13,5.805252882255016176e-16,4.008105213845196575e-14
1.489799034349549677e-13,5.796992230078637941e-16,4.012122004505304377e-14
1.487980208733175252e-13,5.803036751375188790e-16,4.033269489392899683e-14
1.484990944136459404e-13,5.821315657432801958e-16,4.064261195726479284e-14
