# Resampled flux, Resampled flux uncertainty, Resampled sky flux
nan,nan,nan
6.514729211113861739e-16,3.196012870002489464e-16,3.613567970666770122e-14
6.346712872091168907e-16,3.160067941352206168e-16,3.579058549102597206e-14
7.803954443098496067e-16,3.155325261274978988e-16,3.567651326373254801e-14
8.445451564657802508e-16,3.138671117181598458e-16,3.545945228623514904e-14
7.741572782799711709e-16,3.106203191387507019e-16,3.510161988597985147e-14
8.089596966977825850e-16,3.092428041154177361e-16,3.494471730906818968e-14
7.892113928588850754e-16,3.082150509005864971e-16,3.487601417252717757e-14
8.355161189837461176e-16,3.078130159567165685e-16,3.483580216854316617e-14
8.342847480481323610e-16,3.069352596086403654e-16,3.475038584484919444e-14
8.867174048736221301e-16,3.065436463490141543e-16,3.471622321381334033e-14
8.708481310572053350e-16,3.061296200385978558e-16,3.477134091340197186e-14
8.767362558284447695e-16,3.051218072910102220e-16,3.465568535344460506e-14
9.361791757454722832e-16,3.040420527278040785e-16,3.445409854332326724e-14
7.734060550002550971e-16,3.021687882083762953e-16,3.428729805714644594e-14
8.189502770796115613e-16,3.002326774239031348e-16,3.394608389076707540e-14
7.700942882268992075e-16,2.980532715615966400e-16,3.364979562686515613e-14
7.623973657897114004e-16,2.963832656830196346e-16,3.337315503513014138e-14
7.804512026192924053e-16,2.945520371405358088e-16,3.303025226149572547e-14
8.159494552354387669e-16,2.922657171473960828e-16,3.259073054172251965e-14
8.862513675875148529e-16,2.902250680376529179e-16,3.215411807814976530e-14
8.018319739178889226e-16,2.880412183194900276e-16,3.180298218814962452e-14
6.865816868186342100e-16,2.857996028952003337e-16,3.146126772710170902e-14
7.230000982135936119e-16,2.845041489762680670e-16,3.122329038526879814e-14
7.855651095601237204e-16,2.840985929099993903e-16,3.115285170550429850e-14
7.694398559395659397e-16,2.842544957974220807e-16,3.127234385071771960e-14
7.521979211634432774e-16,2.847873353984955274e-16,3.149070883897094544e-14
7.871871136465351779e-16,2.851859188671689194e-16,3.163518189493287296e-14
8.559400164498026486e-16,2.858157054872089873e-16,3.180051075132900853e-14
8.220534205415448191e-16,2.863300310221920128e-16,3.203951303213034342e-14
8.382990902217145839e-16,2.864941353566397180e-16,3.215820001185108993e-14
8.862124452252320269e-16,2.864438593004615404e-16,3.221415332762127282e-14
8.335668303237309959e-16,2.861210513133783285e-16,3.230166740341106751e-14
8.550096230662721971e-16,2.860752289610661717e-16,3.234656339093519555e-14
7.887076775688626020e-16,2.858107713155207288e-16,3.240969562742755974e-14
6.758119925822416748e-16,2.851967947255441631e-16,3.244333763558418106e-14
6.810043700604024131e-16,2.844512689881639958e-16,3.234018199054498110e-14
6.962104663495628661e-16,2.834907261546874243e-16,3.216749477030327436e-14
6.739795092240530908e-16,2.826876315064570502e-16,3.199491264433711642e-14
6.642205650992020893e-16,2.811935282869458917e-16,3.167452088069679063e-14
7.254257151063913220e-16,2.796988744988795558e-16,3.129548524219595063e-14
7.678562473907641650e-16,2.796472310619097485e-16,3.109739779355058524e-14
8.095061340905253384e-16,2.781423049930849918e-16,3.072144960613216129e-14
7.411573889532673417e-16,2.763100019974783439e-16,3.043370432699386241e-14
7.653674010210633207e-16,2.757505877430350156e-16,3.035466445273718570e-14
8.239656449807269953e-16,2.759181256705277730e-16,3.042753841053579679e-14
9.862605559722318939e-16,2.771378106814767735e-16,3.065436488985074329e-14
8.070769645750439296e-16,2.774445594950534826e-16,3.098500898284286691e-14
8.917408777768469980e-16,2.783612506292441927e-16,3.121349563508715302e-14
