# Resampled flux, Resampled flux uncertainty, Resampled sky flux
nan,nan,nan
5.017066780497393447e-16,7.236093192031200894e-17,1.015295829075602726e-14
4.471762398764041207e-16,7.228613080494431855e-17,1.018978346979602409e-14
4.295659588395865791e-16,7.221190968647934490e-17,1.018801167097340560e-14
4.482387183034726766e-16,7.205291598244302037e-17,1.013973166508483419e-14
4.688064827289556973e-16,7.168972324955432110e-17,1.005803455679897031e-14
4.779028974090723483e-16,7.120137151890905297e-17,9.980993808200524464e-15
4.423022615569947820e-16,7.080470506910024895e-17,9.953170873880857839e-15
3.960976390926839859e-16,7.055039226470056443e-17,9.952221579916246973e-15
4.125775696241843322e-16,7.037950156013689348e-17,9.912977595351731034e-15
4.709065669050644957e-16,7.027681120264914170e-17,9.845576263514436882e-15
4.833545503834693529e-16,7.021843872629908845e-17,9.822637041646882372e-15
4.293965983770059126e-16,7.014810815119787238e-17,9.857943320933144745e-15
3.851543892304747710e-16,7.004711152027725713e-17,9.880709827973108292e-15
3.127015521537077621e-16,6.994170689747315267e-17,9.928496669458594622e-15
3.310875311116152321e-16,6.987347485256203723e-17,9.901635385992570573e-15
3.897931503075044832e-16,6.972777063806853660e-17,9.822784049817414890e-15
3.781164567676805185e-16,6.948243154937079368e-17,9.792319799263650972e-15
3.613868282712781527e-16,6.930824468872815204e-17,9.789348397728633485e-15
3.339121135759416382e-16,6.910417924228333859e-17,9.781847841693213194e-15
3.475475107089917972e-16,6.891278502803367461e-17,9.735525225082595239e-15
3.979957496432539106e-16,6.887973465933286645e-17,9.700222200944714650e-15
4.253614109473061976e-16,6.892914661912839113e-17,9.690092627720095710e-15
3.200460718328943631e-16,6.887628103472723091e-17,9.776748800841587163e-15
3.131059448261058332e-16,6.863592072460008589e-17,9.726882252598578414e-15
3.355745590057190891e-16,6.847969006882730004e-17,9.681844867651017039e-15
3.917300671898225495e-16,6.838271061588489112e-17,9.618819952706645253e-15
4.295051758832505607e-16,6.827578200297967043e-17,9.589404208829885788e-15
4.458531914450854541e-16,6.828665300273486237e-17,9.579234542539448199e-15
3.872626060696947268e-16,6.819010867608909234e-17,9.624224931573446898e-15
3.877784737174373905e-16,6.812421148689616651e-17,9.618707075740880209e-15
3.813612167349932389e-16,6.799804413973670827e-17,9.605680275726201952e-15
3.923508530731778040e-16,6.778739962249026899e-17,9.552615075352503583e-15
3.799172589179098021e-16,6.759915681177603564e-17,9.527922716386448995e-15
3.703891776787093282e-16,6.761198867288671661e-17,9.551295533843759106e-15
3.762875706841007593e-16,6.772723440144361404e-17,9.559822318875943792e-15
3.328932391559944931e-16,6.789084106663320337e-17,9.671695077702766694e-15
4.020848221811667657e-16,6.889748140570279455e-17,9.946721840441176478e-15
