# Resampled flux, Resampled flux uncertainty, Resampled sky flux
nan,nan,nan
8.144795494609091905e-13,3.555419794137277786e-15,1.915434557251230140e-13
8.094112966786315663e-13,3.540406848132888955e-15,1.909781258382854397e-13
8.106080332760412733e-13,3.533168993543737884e-15,1.899669069097287206e-13
8.095399272231050062e-13,3.528761172270329024e-15,1.887606615265454402e-13
8.065848565174830264e-13,3.514283210807456523e-15,1.880443690276165327e-13
8.020401248161559331e-13,3.495422294840467761e-15,1.877848577506343328e-13
7.979801146847652090e-13,3.489824051501753358e-15,1.875063996486833254e-13
7.981380340015686927e-13,3.482655197872257694e-15,1.869682112317620684e-13
8.007092838289844784e-13,3.481943129314268225e-15,1.871243588190175807e-13
7.992391322507739745e-13,3.475014157799661909e-15,1.869498364531659613e-13
7.932475815778725993e-13,3.459865286506721976e-15,1.869372987230683946e-13
7.887595207605850497e-13,3.447419131214983131e-15,1.872808086647229679e-13
7.896170622143338444e-13,3.444241218851797481e-15,1.865796299598864377e-13
7.858745507868866213e-13,3.431497387416690691e-15,1.862956351710653667e-13
7.826205061770579987e-13,3.418807700868459388e-15,1.852932520273079980e-13
7.760443312684336163e-13,3.402515819177282250e-15,1.852180189121085277e-13
7.715906639822056997e-13,3.390887584814537031e-15,1.853848544399870671e-13
7.684858480532060103e-13,3.381281793451509099e-15,1.853579980072224310e-13
7.632580890491975369e-13,3.366632264820959366e-15,1.846221666051492623e-13
7.610534043813630704e-13,3.357821791946585946e-15,1.839029592406262370e-13
7.552137753730430357e-13,3.346189109350109377e-15,1.835550897280769604e-13
7.515239885056614827e-13,3.335517986452142038e-15,1.825018683273904748e-13
7.406028054639473882e-13,3.313375160072729718e-15,1.827836852936914169e-13
7.351609905362657306e-13,3.310111432545160511e-15,1.832796955853985955e-13
7.320436107233035324e-13,3.299510929359321958e-15,1.823962252027779474e-13
7.252414625418282412e-13,3.281606697188908259e-15,1.821701390409226471e-13
7.248132153207923711e-13,3.275977014120953934e-15,1.810845350037131690e-13
7.228578035872304404e-13,3.290077311605784058e-15,1.816007836800116261e-13
7.261316623570277151e-13,3.270957283834640536e-15,1.814912104654252218e-13
7.313014525321280447e-13,3.277141793372099844e-15,1.812601469309129828e-13
7.412861641344598886e-13,3.292955495752987249e-15,1.811870965200630532e-13
7.502482682536377822e-13,3.305318532939196045e-15,1.811834851315514430e-13
7.512088485328258797e-13,3.299171320038736308e-15,1.805794494968778024e-13
7.590848518138126125e-13,3.310598693439865876e-15,1.803841343044944885e-13
7.626596495805646040e-13,3.313025149552051451e-15,1.796648995023157481e-13
7.633958234472726066e-13,3.310081621373200591e-15,1.791057524299033324e-13
7.623550711027352919e-13,3.304413608113638458e-15,1.794368110446418690e-13
7.620704931459101455e-13,3.300058306154733937e-15,1.794865586519967711e-13
7.632583464868170996e-13,3.298780301335793432e-15,1.789237102753099416e-13
7.675054431038595809e-13,3.307815205252081934e-15,1.791202142237800201e-13
7.656145161659483403e-13,3.305866057911251072e-15,1.794488531594946302e-13
7.660514955143632273e-13,3.306733572540838679e-15,1.795421801768064194e-13
7.659498195845355519e-13,3.309023829992462017e-15,1.796302211751593492e-13
